source_file,source_day_folder,time_utc,time_ist,target_lat,target_lon,grid_lat,grid_lon,row_index,col_index,ins,time,projection_information,proj_dim
3RIMG_01JAN2017_0015_L2C_INS_V01R00.h5,01JAN,2017-01-01 00:15:00,2017-01-01 05:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8942415.0,1472309176,0
3RIMG_01JAN2017_0045_L2C_INS_V01R00.h5,01JAN,2017-01-01 00:45:00,2017-01-01 06:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8942445.0,1262507960,0
3RIMG_01JAN2017_0115_L2C_INS_V01R00.h5,01JAN,2017-01-01 01:15:00,2017-01-01 06:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8942475.0,1916323768,0
3RIMG_01JAN2017_0145_L2C_INS_V01R00.h5,01JAN,2017-01-01 01:45:00,2017-01-01 07:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8942505.0,911251384,0
3RIMG_01JAN2017_0215_L2C_INS_V01R00.h5,01JAN,2017-01-01 02:15:00,2017-01-01 07:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,101.17166900634766,8942535.0,339130296,0
3RIMG_01JAN2017_0245_L2C_INS_V01R00.h5,01JAN,2017-01-01 02:45:00,2017-01-01 08:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,106.32969665527344,8942565.0,-605046856,0
3RIMG_01JAN2017_0315_L2C_INS_V01R00.h5,01JAN,2017-01-01 03:15:00,2017-01-01 08:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,218.4134521484375,8942595.0,624322488,0
3RIMG_01JAN2017_0345_L2C_INS_V01R00.h5,01JAN,2017-01-01 03:45:00,2017-01-01 09:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,232.27474975585938,8942625.0,-659044424,0
3RIMG_01JAN2017_0415_L2C_INS_V01R00.h5,01JAN,2017-01-01 04:15:00,2017-01-01 09:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,339.9844055175781,8942655.0,1554790328,0
3RIMG_01JAN2017_0445_L2C_INS_V01R00.h5,01JAN,2017-01-01 04:45:00,2017-01-01 10:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,416.07928466796875,8942685.0,1394177976,0
3RIMG_01JAN2017_0515_L2C_INS_V01R00.h5,01JAN,2017-01-01 05:15:00,2017-01-01 10:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,490.067138671875,8942715.0,1081616312,0
3RIMG_01JAN2017_0545_L2C_INS_V01R00.h5,01JAN,2017-01-01 05:45:00,2017-01-01 11:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,515.146728515625,8942745.0,-1611257928,0
3RIMG_01JAN2017_0615_L2C_INS_V01R00.h5,01JAN,2017-01-01 06:15:00,2017-01-01 11:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,612.1719970703125,8942775.0,1870264248,0
3RIMG_01JAN2017_0645_L2C_INS_V01R00.h5,01JAN,2017-01-01 06:45:00,2017-01-01 12:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,963.4415283203125,8942805.0,318932920,0
3RIMG_01JAN2017_0715_L2C_INS_V01R00.h5,01JAN,2017-01-01 07:15:00,2017-01-01 12:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,639.6402587890625,8942835.0,-1425188936,0
3RIMG_01JAN2017_0745_L2C_INS_V01R00.h5,01JAN,2017-01-01 07:45:00,2017-01-01 13:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,987.7615356445312,8942865.0,-2088159304,0
3RIMG_01JAN2017_0815_L2C_INS_V01R00.h5,01JAN,2017-01-01 08:15:00,2017-01-01 13:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,560.2262573242188,8942895.0,551995320,0
3RIMG_01JAN2017_0845_L2C_INS_V01R00.h5,01JAN,2017-01-01 08:45:00,2017-01-01 14:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,469.1663513183594,8942925.0,1766406072,0
3RIMG_01JAN2017_0915_L2C_INS_V01R00.h5,01JAN,2017-01-01 09:15:00,2017-01-01 14:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,308.35845947265625,8942955.0,-1866102856,0
3RIMG_01JAN2017_0945_L2C_INS_V01R00.h5,01JAN,2017-01-01 09:45:00,2017-01-01 15:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,379.2206726074219,8942985.0,1047508920,0
3RIMG_01JAN2017_1015_L2C_INS_V01R00.h5,01JAN,2017-01-01 10:15:00,2017-01-01 15:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,290.0986328125,8943015.0,441419704,0
3RIMG_01JAN2017_1045_L2C_INS_V01R00.h5,01JAN,2017-01-01 10:45:00,2017-01-01 16:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,298.0036315917969,8943045.0,-269535304,0
3RIMG_01JAN2017_1115_L2C_INS_V01R00.h5,01JAN,2017-01-01 11:15:00,2017-01-01 16:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,229.9304962158203,8943075.0,-1631520840,0
3RIMG_01JAN2017_1145_L2C_INS_V01R00.h5,01JAN,2017-01-01 11:45:00,2017-01-01 17:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,204.65516662597656,8943105.0,1352906680,0
3RIMG_01JAN2017_1215_L2C_INS_V01R00.h5,01JAN,2017-01-01 12:15:00,2017-01-01 17:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,86.13277435302734,8943135.0,-69974088,0
3RIMG_01JAN2017_1245_L2C_INS_V01R00.h5,01JAN,2017-01-01 12:45:00,2017-01-01 18:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943165.0,169183160,0
3RIMG_01JAN2017_1315_L2C_INS_V01R00.h5,01JAN,2017-01-01 13:15:00,2017-01-01 18:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943195.0,1862260664,0
3RIMG_01JAN2017_1345_L2C_INS_V01R00.h5,01JAN,2017-01-01 13:45:00,2017-01-01 19:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943225.0,-984156232,0
3RIMG_01JAN2017_1415_L2C_INS_V01R00.h5,01JAN,2017-01-01 14:15:00,2017-01-01 19:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943255.0,1392322488,0
3RIMG_01JAN2017_1445_L2C_INS_V01R00.h5,01JAN,2017-01-01 14:45:00,2017-01-01 20:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943285.0,-1280968776,0
3RIMG_01JAN2017_1515_L2C_INS_V01R00.h5,01JAN,2017-01-01 15:15:00,2017-01-01 20:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943315.0,-1219622984,0
3RIMG_01JAN2017_1545_L2C_INS_V01R00.h5,01JAN,2017-01-01 15:45:00,2017-01-01 21:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943345.0,-454166600,0
3RIMG_01JAN2017_1615_L2C_INS_V01R00.h5,01JAN,2017-01-01 16:15:00,2017-01-01 21:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943375.0,-841422920,0
3RIMG_01JAN2017_1645_L2C_INS_V01R00.h5,01JAN,2017-01-01 16:45:00,2017-01-01 22:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943405.0,-907208776,0
3RIMG_01JAN2017_1715_L2C_INS_V01R00.h5,01JAN,2017-01-01 17:15:00,2017-01-01 22:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943435.0,-1303418952,0
3RIMG_01JAN2017_1745_L2C_INS_V01R00.h5,01JAN,2017-01-01 17:45:00,2017-01-01 23:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943465.0,429111224,0
3RIMG_01JAN2017_1815_L2C_INS_V01R00.h5,01JAN,2017-01-01 18:15:00,2017-01-01 23:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943495.0,1629738936,0
3RIMG_01JAN2017_1845_L2C_INS_V01R00.h5,01JAN,2017-01-01 18:45:00,2017-01-02 00:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943525.0,1985636280,0
3RIMG_01JAN2017_1915_L2C_INS_V01R00.h5,01JAN,2017-01-01 19:15:00,2017-01-02 00:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943555.0,-1562675272,0
3RIMG_01JAN2017_1945_L2C_INS_V01R00.h5,01JAN,2017-01-01 19:45:00,2017-01-02 01:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943585.0,-1479170120,0
3RIMG_01JAN2017_2015_L2C_INS_V01R00.h5,01JAN,2017-01-01 20:15:00,2017-01-02 01:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943615.0,1373169592,0
3RIMG_01JAN2017_2045_L2C_INS_V01R00.h5,01JAN,2017-01-01 20:45:00,2017-01-02 02:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943645.0,-300058696,0
3RIMG_01JAN2017_2115_L2C_INS_V01R00.h5,01JAN,2017-01-01 21:15:00,2017-01-02 02:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943675.0,-2147190856,0
3RIMG_01JAN2017_2145_L2C_INS_V01R00.h5,01JAN,2017-01-01 21:45:00,2017-01-02 03:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943705.0,-79661128,0
3RIMG_01JAN2017_2215_L2C_INS_V01R00.h5,01JAN,2017-01-01 22:15:00,2017-01-02 03:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943735.0,1348089784,0
3RIMG_01JAN2017_2245_L2C_INS_V01R00.h5,01JAN,2017-01-01 22:45:00,2017-01-02 04:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943765.0,-864139336,0
3RIMG_01JAN2017_2315_L2C_INS_V01R00.h5,01JAN,2017-01-01 23:15:00,2017-01-02 04:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943795.0,-1115404360,0
3RIMG_01JAN2017_2345_L2C_INS_V01R00.h5,01JAN,2017-01-01 23:45:00,2017-01-02 05:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943825.0,1363126200,0
3RIMG_02JAN2017_0015_L2C_INS_V01R00.h5,02JAN,2017-01-02 00:15:00,2017-01-02 05:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943855.0,-1988450376,0
3RIMG_02JAN2017_0045_L2C_INS_V01R00.h5,02JAN,2017-01-02 00:45:00,2017-01-02 06:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943885.0,1061386168,0
3RIMG_02JAN2017_0115_L2C_INS_V01R00.h5,02JAN,2017-01-02 01:15:00,2017-01-02 06:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943915.0,-1654392904,0
3RIMG_02JAN2017_0145_L2C_INS_V01R00.h5,02JAN,2017-01-02 01:45:00,2017-01-02 07:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8943945.0,-404256840,0
3RIMG_02JAN2017_0245_L2C_INS_V01R00.h5,02JAN,2017-01-02 02:45:00,2017-01-02 08:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,179.42391967773438,8944005.0,1475602360,0
3RIMG_02JAN2017_0315_L2C_INS_V01R00.h5,02JAN,2017-01-02 03:15:00,2017-01-02 08:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,398.35992431640625,8944035.0,-145848392,0
3RIMG_02JAN2017_0345_L2C_INS_V01R00.h5,02JAN,2017-01-02 03:45:00,2017-01-02 09:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,433.7589111328125,8944065.0,503400376,0
3RIMG_02JAN2017_0415_L2C_INS_V01R00.h5,02JAN,2017-01-02 04:15:00,2017-01-02 09:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,643.217529296875,8944095.0,-2078599240,0
3RIMG_02JAN2017_0445_L2C_INS_V01R00.h5,02JAN,2017-01-02 04:45:00,2017-01-02 10:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,671.1796875,8944125.0,-1671100488,0
3RIMG_02JAN2017_0515_L2C_INS_V01R00.h5,02JAN,2017-01-02 05:15:00,2017-01-02 10:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,840.4066772460938,8944155.0,-360491080,0
3RIMG_02JAN2017_0545_L2C_INS_V01R00.h5,02JAN,2017-01-02 05:45:00,2017-01-02 11:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,856.1624755859375,8944185.0,1505826744,0
3RIMG_02JAN2017_0645_L2C_INS_V01R00.h5,02JAN,2017-01-02 06:45:00,2017-01-02 12:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,968.3495483398438,8944245.0,351614904,0
3RIMG_02JAN2017_0715_L2C_INS_V01R00.h5,02JAN,2017-01-02 07:15:00,2017-01-02 12:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,1007.5302734375,8944275.0,-1348851784,0
3RIMG_02JAN2017_0745_L2C_INS_V01R00.h5,02JAN,2017-01-02 07:45:00,2017-01-02 13:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,988.488037109375,8944305.0,-1876076616,0
3RIMG_02JAN2017_0815_L2C_INS_V01R00.h5,02JAN,2017-01-02 08:15:00,2017-01-02 13:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,951.2412109375,8944335.0,2042034104,0
3RIMG_02JAN2017_0845_L2C_INS_V01R00.h5,02JAN,2017-01-02 08:45:00,2017-01-02 14:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,566.15185546875,8944365.0,991324088,0
3RIMG_02JAN2017_0915_L2C_INS_V01R00.h5,02JAN,2017-01-02 09:15:00,2017-01-02 14:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,478.1322326660156,8944395.0,-737486920,0
3RIMG_02JAN2017_0945_L2C_INS_V01R00.h5,02JAN,2017-01-02 09:45:00,2017-01-02 15:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,418.94091796875,8944425.0,1694025656,0
3RIMG_02JAN2017_1015_L2C_INS_V01R00.h5,02JAN,2017-01-02 10:15:00,2017-01-02 15:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,343.02056884765625,8944455.0,-1431115848,0
3RIMG_02JAN2017_1045_L2C_INS_V01R00.h5,02JAN,2017-01-02 10:45:00,2017-01-02 16:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,387.3078308105469,8944485.0,1909364664,0
3RIMG_02JAN2017_1115_L2C_INS_V01R00.h5,02JAN,2017-01-02 11:15:00,2017-01-02 16:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,258.4744567871094,8944515.0,492263352,0
3RIMG_02JAN2017_1145_L2C_INS_V01R00.h5,02JAN,2017-01-02 11:45:00,2017-01-02 17:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,191.49203491210938,8944545.0,1609844664,0
3RIMG_02JAN2017_1215_L2C_INS_V01R00.h5,02JAN,2017-01-02 12:15:00,2017-01-02 17:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,69.29996490478516,8944575.0,-1407014984,0
3RIMG_02JAN2017_1245_L2C_INS_V01R00.h5,02JAN,2017-01-02 12:45:00,2017-01-02 18:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8944605.0,-474130504,0
3RIMG_02JAN2017_1315_L2C_INS_V01R00.h5,02JAN,2017-01-02 13:15:00,2017-01-02 18:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8944635.0,1869948856,0
3RIMG_02JAN2017_1345_L2C_INS_V01R00.h5,02JAN,2017-01-02 13:45:00,2017-01-02 19:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8944665.0,716347320,0
3RIMG_02JAN2017_1415_L2C_INS_V01R00.h5,02JAN,2017-01-02 14:15:00,2017-01-02 19:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8944695.0,2040637368,0
3RIMG_02JAN2017_1445_L2C_INS_V01R00.h5,02JAN,2017-01-02 14:45:00,2017-01-02 20:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8944725.0,-32270408,0
3RIMG_02JAN2017_1515_L2C_INS_V01R00.h5,02JAN,2017-01-02 15:15:00,2017-01-02 20:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8944755.0,399759288,0
3RIMG_02JAN2017_1545_L2C_INS_V01R00.h5,02JAN,2017-01-02 15:45:00,2017-01-02 21:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8944785.0,-1376053320,0
3RIMG_02JAN2017_1645_L2C_INS_V01R00.h5,02JAN,2017-01-02 16:45:00,2017-01-02 22:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8944845.0,-1202722888,0
3RIMG_02JAN2017_1715_L2C_INS_V01R00.h5,02JAN,2017-01-02 17:15:00,2017-01-02 22:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8944875.0,1241049016,0
3RIMG_02JAN2017_1745_L2C_INS_V01R00.h5,02JAN,2017-01-02 17:45:00,2017-01-02 23:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8944905.0,730335160,0
3RIMG_02JAN2017_1815_L2C_INS_V01R00.h5,02JAN,2017-01-02 18:15:00,2017-01-02 23:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8944935.0,1577723832,0
3RIMG_02JAN2017_1845_L2C_INS_V01R00.h5,02JAN,2017-01-02 18:45:00,2017-01-03 00:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8944965.0,735369144,0
3RIMG_02JAN2017_1915_L2C_INS_V01R00.h5,02JAN,2017-01-02 19:15:00,2017-01-03 00:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8944995.0,11474872,0
3RIMG_02JAN2017_1945_L2C_INS_V01R00.h5,02JAN,2017-01-02 19:45:00,2017-01-03 01:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8945025.0,-1244809288,0
3RIMG_02JAN2017_2015_L2C_INS_V01R00.h5,02JAN,2017-01-02 20:15:00,2017-01-03 01:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8945055.0,-1657301064,0
3RIMG_02JAN2017_2045_L2C_INS_V01R00.h5,02JAN,2017-01-02 20:45:00,2017-01-03 02:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8945085.0,1015465912,0
3RIMG_02JAN2017_2115_L2C_INS_V01R00.h5,02JAN,2017-01-02 21:15:00,2017-01-03 02:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8945115.0,-900184136,0
3RIMG_02JAN2017_2145_L2C_INS_V01R00.h5,02JAN,2017-01-02 21:45:00,2017-01-03 03:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8945145.0,1682134968,0
3RIMG_02JAN2017_2215_L2C_INS_V01R00.h5,02JAN,2017-01-02 22:15:00,2017-01-03 03:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8945175.0,-311883848,0
3RIMG_02JAN2017_2245_L2C_INS_V01R00.h5,02JAN,2017-01-02 22:45:00,2017-01-03 04:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8945205.0,1023866808,0
3RIMG_02JAN2017_2315_L2C_INS_V01R00.h5,02JAN,2017-01-02 23:15:00,2017-01-03 04:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8945235.0,-772900936,0
3RIMG_02JAN2017_2345_L2C_INS_V01R00.h5,02JAN,2017-01-02 23:45:00,2017-01-03 05:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8945265.0,-797296712,0
3RIMG_03JAN2017_0015_L2C_INS_V01R00.h5,03JAN,2017-01-03 00:15:00,2017-01-03 05:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8945295.0,1117296568,0
3RIMG_03JAN2017_0045_L2C_INS_V01R00.h5,03JAN,2017-01-03 00:45:00,2017-01-03 06:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8945325.0,-1508644936,0
3RIMG_03JAN2017_0115_L2C_INS_V01R00.h5,03JAN,2017-01-03 01:15:00,2017-01-03 06:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8945355.0,2064127928,0
3RIMG_03JAN2017_0145_L2C_INS_V01R00.h5,03JAN,2017-01-03 01:45:00,2017-01-03 07:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8945385.0,-1524426824,0
3RIMG_03JAN2017_0215_L2C_INS_V01R00.h5,03JAN,2017-01-03 02:15:00,2017-01-03 07:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,148.3694610595703,8945415.0,-859269192,0
3RIMG_03JAN2017_0245_L2C_INS_V01R00.h5,03JAN,2017-01-03 02:45:00,2017-01-03 08:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,177.28643798828125,8945445.0,101750712,0
3RIMG_03JAN2017_0315_L2C_INS_V01R00.h5,03JAN,2017-01-03 03:15:00,2017-01-03 08:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,398.4336242675781,8945475.0,149657528,0
3RIMG_03JAN2017_0345_L2C_INS_V01R00.h5,03JAN,2017-01-03 03:45:00,2017-01-03 09:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,433.23321533203125,8945505.0,886663096,0
3RIMG_03JAN2017_0415_L2C_INS_V01R00.h5,03JAN,2017-01-03 04:15:00,2017-01-03 09:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,641.8909301757812,8945535.0,-681158728,0
3RIMG_03JAN2017_0445_L2C_INS_V01R00.h5,03JAN,2017-01-03 04:45:00,2017-01-03 10:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,668.865478515625,8945565.0,-1331619912,0
3RIMG_03JAN2017_0515_L2C_INS_V01R00.h5,03JAN,2017-01-03 05:15:00,2017-01-03 10:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,831.3446044921875,8945595.0,-2012108872,0
3RIMG_03JAN2017_0545_L2C_INS_V01R00.h5,03JAN,2017-01-03 05:45:00,2017-01-03 11:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,595.3401489257812,8945625.0,1214085048,0
3RIMG_03JAN2017_0615_L2C_INS_V01R00.h5,03JAN,2017-01-03 06:15:00,2017-01-03 11:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,966.697265625,8945655.0,-590760008,0
3RIMG_03JAN2017_0645_L2C_INS_V01R00.h5,03JAN,2017-01-03 06:45:00,2017-01-03 12:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,969.4378051757812,8945685.0,-659085384,0
3RIMG_03JAN2017_0715_L2C_INS_V01R00.h5,03JAN,2017-01-03 07:15:00,2017-01-03 12:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,1006.8524169921875,8945715.0,-661239880,0
3RIMG_03JAN2017_0745_L2C_INS_V01R00.h5,03JAN,2017-01-03 07:45:00,2017-01-03 13:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,994.2356567382812,8945745.0,-478767176,0
3RIMG_03JAN2017_0815_L2C_INS_V01R00.h5,03JAN,2017-01-03 08:15:00,2017-01-03 13:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,956.1260986328125,8945775.0,-2107672648,0
3RIMG_03JAN2017_0845_L2C_INS_V01R00.h5,03JAN,2017-01-03 08:45:00,2017-01-03 14:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,927.767333984375,8945805.0,-362022984,0
3RIMG_03JAN2017_0915_L2C_INS_V01R00.h5,03JAN,2017-01-03 09:15:00,2017-01-03 14:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,821.7777099609375,8945835.0,594536376,0
3RIMG_03JAN2017_0945_L2C_INS_V01R00.h5,03JAN,2017-01-03 09:45:00,2017-01-03 15:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,780.8446044921875,8945865.0,679319480,0
3RIMG_03JAN2017_1015_L2C_INS_V01R00.h5,03JAN,2017-01-03 10:15:00,2017-01-03 15:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,615.802001953125,8945895.0,-2126207048,0
3RIMG_03JAN2017_1045_L2C_INS_V01R00.h5,03JAN,2017-01-03 10:45:00,2017-01-03 16:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,560.4345703125,8945925.0,518842296,0
3RIMG_03JAN2017_1115_L2C_INS_V01R00.h5,03JAN,2017-01-03 11:15:00,2017-01-03 16:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,362.0474548339844,8945955.0,1678047160,0
3RIMG_03JAN2017_1145_L2C_INS_V01R00.h5,03JAN,2017-01-03 11:45:00,2017-01-03 17:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,287.4498596191406,8945985.0,1021511608,0
3RIMG_03JAN2017_1215_L2C_INS_V01R00.h5,03JAN,2017-01-03 12:15:00,2017-01-03 17:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,92.4725341796875,8946015.0,-687614024,0
3RIMG_03JAN2017_1245_L2C_INS_V01R00.h5,03JAN,2017-01-03 12:45:00,2017-01-03 18:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8946045.0,434993080,0
3RIMG_03JAN2017_1315_L2C_INS_V01R00.h5,03JAN,2017-01-03 13:15:00,2017-01-03 18:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8946075.0,1531733944,0
3RIMG_03JAN2017_1345_L2C_INS_V01R00.h5,03JAN,2017-01-03 13:45:00,2017-01-03 19:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8946105.0,-1416480840,0
3RIMG_03JAN2017_1415_L2C_INS_V01R00.h5,03JAN,2017-01-03 14:15:00,2017-01-03 19:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8946135.0,-2027874376,0
3RIMG_03JAN2017_1445_L2C_INS_V01R00.h5,03JAN,2017-01-03 14:45:00,2017-01-03 20:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8946165.0,191956920,0
3RIMG_03JAN2017_1515_L2C_INS_V01R00.h5,03JAN,2017-01-03 15:15:00,2017-01-03 20:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8946195.0,-1607874632,0
3RIMG_03JAN2017_1545_L2C_INS_V01R00.h5,03JAN,2017-01-03 15:45:00,2017-01-03 21:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8946225.0,-535758920,0
3RIMG_03JAN2017_1615_L2C_INS_V01R00.h5,03JAN,2017-01-03 16:15:00,2017-01-03 21:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8946255.0,380323768,0
3RIMG_03JAN2017_1645_L2C_INS_V01R00.h5,03JAN,2017-01-03 16:45:00,2017-01-03 22:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8946285.0,37365688,0
3RIMG_03JAN2017_1715_L2C_INS_V01R00.h5,03JAN,2017-01-03 17:15:00,2017-01-03 22:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8946315.0,-929822792,0
3RIMG_03JAN2017_1745_L2C_INS_V01R00.h5,03JAN,2017-01-03 17:45:00,2017-01-03 23:15:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8946345.0,-1795729480,0
3RIMG_03JAN2017_1815_L2C_INS_V01R00.h5,03JAN,2017-01-03 18:15:00,2017-01-03 23:45:00,9.14,77.92,1229.0670156003907,0.0,1350,868,0.0,8946375.0,228505528,0
