datetime,w_ghr,nsrdb_clearsky_ghi,nsrdb_clearsky_dni,nsrdb_clearsky_dhi,nsrdb_zenith_angle,nsrdb_temperature,nsrdb_relative_humidity,nsrdb_dew_point,nsrdb_surface_pressure,nsrdb_wind_speed,nsrdb_wind_direction,nsrdb_cloud_type
2019-01-01 09:45:00,346,711,742,185,44.79,28.3,47.62,16.1,1010,4.0,34,2
2019-01-01 10:00:00,365,747,756,189,42.34,28.700000000000003,46.53,16.1,1010,3.9,35,3
2019-01-01 10:15:00,414,779,767,192,40.07,29.1,45.47,16.1,1010,3.9,35,2
2019-01-01 10:30:00,429,807,777,195,38.02,29.4,44.65,16.1,1009,3.8,36,2
2019-01-01 10:45:00,510,835,810,181,36.23,29.8,42.59,15.7,1009,3.8,37,2
2019-01-01 11:00:00,594,854,816,183,34.730000000000004,30.1,41.86,15.7,1009,3.7,38,2
2019-01-01 11:15:00,868,868,821,184,33.56,30.4,41.11,15.7,1008,3.7,39,0
2019-01-01 11:30:00,878,878,824,185,32.77,30.6,40.65,15.7,1008,3.6,40,0
2019-01-01 11:45:00,884,884,830,183,32.38,30.9,39.56,15.6,1008,3.6,41,0
2019-01-01 12:00:00,883,883,830,183,32.4,31.1,39.07,15.5,1007,3.5,43,0
2019-01-01 12:15:00,878,878,828,182,32.83,31.200000000000003,38.85,15.5,1007,3.5,44,0
2019-01-01 12:30:00,868,868,825,182,33.660000000000004,31.3,38.63,15.5,1007,3.5,45,1
2019-01-01 12:45:00,480,856,828,176,34.86,31.4,38.34,15.5,1006,3.5,47,2
2019-01-01 13:00:00,467,836,822,175,36.39,31.6,37.91,15.5,1006,3.4000000000000004,48,2
2019-01-01 13:15:00,450,813,815,172,38.21,31.5,38.13,15.5,1006,3.4000000000000004,50,2
2019-01-01 13:30:00,431,786,805,171,40.28,31.5,38.13,15.5,1006,3.5,51,2
2019-01-01 13:45:00,410,736,721,205,42.57,31.5,37.87,15.4,1006,3.5,52,3
2019-01-01 14:00:00,386,700,707,201,45.04,31.5,37.87,15.4,1006,3.5,54,3
2019-01-01 14:15:00,359,660,690,196,47.67,31.3,38.3,15.4,1006,3.5,55,3
2019-01-01 14:30:00,330,616,670,190,50.42,31.1,38.74,15.4,1006,3.6,56,3
2019-01-01 14:45:00,310,568,642,185,53.28,31.0,38.79,15.3,1006,3.6,58,2
2019-01-01 15:00:00,277,519,615,177,56.23,30.8,39.23,15.3,1006,3.6,59,2
2019-01-01 15:15:00,244,467,584,168,59.26,30.4,40.13,15.3,1006,3.6,60,2
2019-01-01 15:30:00,210,412,549,158,62.36,30.0,41.06,15.3,1006,3.5,61,2
2019-01-01 15:45:00,177,356,504,147,65.51,29.6,43.52,15.9,1006,3.5,63,3
2019-01-01 16:00:00,300,300,457,134,68.71000000000001,29.200000000000003,44.53,15.9,1006,3.4000000000000004,64,0
2019-01-01 16:15:00,114,243,402,119,71.95,28.4,46.68,15.9,1007,3.2,66,3
2019-01-01 16:30:00,187,187,337,101,75.22,27.700000000000003,48.61,15.9,1007,3.0,67,1
2019-01-01 16:45:00,133,133,262,81,78.52,26.9,56.52,17.5,1007,2.7,69,0
2019-01-01 17:00:00,82,82,179,57,81.83,26.1,59.24,17.5,1007,2.5,70,1
2019-01-01 17:15:00,39,39,90,32,85.14,25.700000000000003,60.71,17.5,1008,2.5,70,1
2019-01-01 17:30:00,9,9,19,8,88.36,25.3,62.17,17.5,1008,2.6,71,1
2019-01-01 17:45:00,0,0,0,0,92.08,24.9,65.25,17.900000000000002,1008,2.7,71,2
2019-01-01 18:00:00,0,0,0,0,95.49,24.5,66.82000000000001,17.900000000000002,1008,2.7,71,1
2019-01-01 18:15:00,0,0,0,0,98.91,24.3,67.69,17.900000000000002,1009,2.7,70,0
2019-01-01 18:30:00,0,0,0,0,102.35,24.1,68.5,17.900000000000002,1009,2.7,69,0
2019-01-01 18:45:00,0,0,0,0,105.79,23.8,71.22,18.3,1009,2.7,68,1
2019-01-01 19:00:00,0,0,0,0,109.23,23.6,72.08,18.3,1009,2.7,67,0
2019-01-01 19:15:00,0,0,0,0,112.68,23.4,72.95,18.3,1009,2.7,66,0
2019-01-01 19:30:00,0,0,0,0,116.13,23.1,74.28,18.3,1009,2.7,65,0
2019-01-01 19:45:00,0,0,0,0,119.58,22.9,76.33,18.5,1010,2.6,63,0
2019-01-01 20:00:00,0,0,0,0,123.03,22.700000000000003,77.25,18.5,1010,2.6,62,0
2019-01-01 20:15:00,0,0,0,0,126.47,22.5,78.19,18.5,1010,2.5,60,0
2019-01-01 20:30:00,0,0,0,0,129.9,22.3,79.15,18.5,1010,2.4000000000000004,59,0
2019-01-01 20:45:00,0,0,0,0,133.32,22.1,80.66,18.6,1010,2.4000000000000004,57,0
2019-01-01 21:00:00,0,0,0,0,136.71,21.9,81.65,18.6,1010,2.3000000000000003,56,0
2019-01-01 21:15:00,0,0,0,0,140.09,21.700000000000003,82.65,18.6,1010,2.3000000000000003,54,0
2019-01-01 21:30:00,0,0,0,0,143.42000000000002,21.5,83.66,18.6,1010,2.2,52,0
2019-01-01 21:45:00,0,0,0,0,146.72,21.4,84.19,18.6,1010,2.2,50,0
2019-01-01 22:00:00,0,0,0,0,149.94,21.200000000000003,85.14,18.6,1009,2.1,49,0
2019-01-01 22:15:00,0,0,0,0,153.09,21.0,86.19,18.6,1009,2.1,47,0
2019-01-01 22:30:00,0,0,0,0,156.11,20.8,87.25,18.6,1009,2.0,45,0
2019-01-01 22:45:00,0,0,0,0,158.95000000000002,20.6,88.03,18.5,1009,2.0,43,0
2019-01-01 23:00:00,0,0,0,0,161.54,20.5,88.58,18.5,1009,1.9,41,0
2019-01-01 23:15:00,0,0,0,0,163.74,20.3,89.67,18.5,1009,1.9,38,0
2019-01-01 23:30:00,0,0,0,0,165.38,20.1,90.78,18.5,1009,1.8,36,0
2019-01-01 23:45:00,0,0,0,0,166.25,20.0,90.84,18.5,1009,1.8,34,0
2019-01-02 00:00:00,0,0,0,0,166.22,19.8,91.88,18.4,1008,1.8,31,0
2019-01-02 00:15:00,0,0,0,0,165.29,19.700000000000003,92.45,18.4,1008,1.8,29,0
2019-01-02 00:30:00,0,0,0,0,163.6,19.5,93.6,18.4,1008,1.8,26,0
2019-01-02 00:45:00,0,0,0,0,161.37,19.4,93.5,18.3,1008,1.8,24,0
2019-01-02 01:00:00,0,0,0,0,158.76,19.200000000000003,94.67,18.3,1008,1.8,21,0
2019-01-02 01:15:00,0,0,0,0,155.91,19.1,95.26,18.3,1008,1.8,19,0
2019-01-02 01:30:00,0,0,0,0,152.87,19.0,95.85,18.3,1008,1.8,17,0
2019-01-02 01:45:00,0,0,0,0,149.72,18.8,96.03,18.2,1008,1.8,14,0
2019-01-02 02:00:00,0,0,0,0,146.49,18.7,96.63,18.2,1008,1.8,12,0
2019-01-02 02:15:00,0,0,0,0,143.19,18.6,97.24,18.2,1008,1.9,10,0
2019-01-02 02:30:00,0,0,0,0,139.85,18.5,97.84,18.2,1008,1.9,8,0
2019-01-02 02:45:00,0,0,0,0,136.48,18.4,96.99,17.900000000000002,1008,1.9,7,0
2019-01-02 03:00:00,0,0,0,0,133.08,18.3,97.6,17.900000000000002,1008,1.9,5,0
2019-01-02 03:15:00,0,0,0,0,129.66,18.2,98.21,17.900000000000002,1008,2.0,4,0
2019-01-02 03:30:00,0,0,0,0,126.23,18.1,98.83,17.900000000000002,1008,2.0,3,0
2019-01-02 03:45:00,0,0,0,0,122.79,18.0,97.66,17.6,1008,2.0,2,0
2019-01-02 04:00:00,0,0,0,0,119.34,17.900000000000002,98.27,17.6,1008,2.0,1,0
2019-01-02 04:15:00,0,0,0,0,115.89,17.900000000000002,98.27,17.6,1008,2.0,1,0
2019-01-02 04:30:00,0,0,0,0,112.44,17.900000000000002,98.27,17.6,1008,2.0,1,0
2019-01-02 04:45:00,0,0,0,0,108.99,17.900000000000002,98.27,17.6,1008,2.0,1,0
2019-01-02 05:00:00,0,0,0,0,105.54,17.6,98.36,17.3,1009,2.1,359,0
2019-01-02 05:15:00,0,0,0,0,102.1,17.8,97.22,17.400000000000002,1010,2.2,359,0
2019-01-02 05:30:00,0,0,0,0,98.67,18.0,96.01,17.400000000000002,1010,2.3000000000000003,358,0
2019-01-02 05:45:00,0,0,0,0,95.24,18.1,94.12,17.1,1010,2.5,358,0
2019-01-02 06:00:00,0,0,0,0,91.83,18.3,92.95,17.1,1010,2.6,357,0
2019-01-02 06:15:00,13,13,34,12,88.13,19.0,89.07000000000001,17.2,1011,2.9000000000000004,271,0
2019-01-02 06:30:00,47,47,133,36,84.89,19.6,85.81,17.2,1011,3.1,184,0
2019-01-02 06:45:00,96,96,255,58,81.58,20.3,80.52,16.8,1011,3.4000000000000004,97,0
2019-01-02 07:00:00,150,150,352,78,78.27,21.0,77.14,16.8,1011,3.6,11,0
2019-01-02 07:15:00,206,206,430,94,74.97,21.700000000000003,73.91,16.8,1011,3.8,15,0
2019-01-02 07:30:00,264,264,496,108,71.7,22.4,70.9,16.900000000000002,1012,4.0,20,0
2019-01-02 07:45:00,326,326,571,116,68.46000000000001,23.1,64.0,15.9,1012,4.3,24,0
2019-01-02 08:00:00,383,383,617,124,65.27,23.8,61.370000000000005,15.9,1012,4.5,29,0
2019-01-02 08:15:00,440,440,657,133,62.11,24.4,59.2,15.9,1012,4.5,31,0
2019-01-02 08:30:00,496,496,691,140,59.02,24.9,57.47,15.9,1012,4.6000000000000005,32,0
2019-01-02 08:45:00,552,552,732,142,55.99,25.4,52.57,15.0,1011,4.6000000000000005,34,0
2019-01-02 09:00:00,603,603,756,148,53.04,26.0,50.74,15.0,1011,4.7,35,0
2019-01-02 09:15:00,651,651,777,153,50.18,26.4,49.56,15.0,1011,4.7,36,0
2019-01-02 09:30:00,695,695,795,157,47.43,26.9,48.13,15.0,1011,4.7,37,0
2019-01-02 09:45:00,738,738,821,156,44.82,27.3,45.42,14.5,1010,4.7,38,0
2019-01-02 10:00:00,775,775,834,159,42.35,27.8,44.12,14.5,1010,4.800000000000001,39,0
2019-01-02 10:15:00,808,808,844,162,40.07,28.200000000000003,43.11,14.5,1010,4.800000000000001,39,0
2019-01-02 10:30:00,834,834,851,164,38.01,28.5,42.32,14.5,1009,4.800000000000001,40,0
2019-01-02 10:45:00,864,864,881,153,36.2,28.9,40.66,14.2,1009,4.800000000000001,41,0
2019-01-02 11:00:00,882,882,886,154,34.69,29.3,39.74,14.2,1009,4.800000000000001,41,0
2019-01-02 11:15:00,897,897,890,155,33.51,29.5,39.24,14.2,1008,4.800000000000001,42,0
2019-01-02 11:30:00,906,906,893,155,32.71,29.700000000000003,38.8,14.2,1008,4.800000000000001,42,0
2019-01-02 11:45:00,912,912,898,153,32.3,30.0,37.62,14.0,1007,4.800000000000001,43,0
2019-01-02 12:00:00,912,912,898,153,32.31,30.200000000000003,37.19,14.0,1007,4.800000000000001,44,0
2019-01-02 12:15:00,907,907,896,153,32.730000000000004,30.3,36.98,14.0,1007,4.800000000000001,45,0
2019-01-02 12:30:00,897,897,894,152,33.55,30.5,36.56,14.0,1007,4.7,46,0
2019-01-02 12:45:00,882,882,889,152,34.74,30.6,36.14,13.9,1006,4.7,47,0
2019-01-02 13:00:00,863,863,883,151,36.26,30.700000000000003,35.94,13.9,1006,4.7,48,0
2019-01-02 13:15:00,839,839,876,149,38.08,30.700000000000003,35.94,13.9,1006,4.6000000000000005,49,0
2019-01-02 13:30:00,810,810,868,147,40.15,30.6,36.14,13.9,1006,4.5,50,0
2019-01-02 13:45:00,778,778,859,144,42.44,30.6,36.39,14.0,1006,4.4,51,0
2019-01-02 14:00:00,739,739,844,141,44.9,30.6,36.39,14.0,1006,4.3,52,0
2019-01-02 14:15:00,697,697,830,137,47.53,30.4,36.81,14.0,1006,4.2,53,0
2019-01-02 14:30:00,653,653,813,134,50.28,30.200000000000003,37.23,14.0,1006,4.1000000000000005,54,0
2019-01-02 14:45:00,604,604,790,130,53.14,30.1,37.96,14.2,1006,4.0,54,0
2019-01-02 15:00:00,553,553,767,126,56.1,29.9,38.39,14.2,1006,3.9,55,0
2019-01-02 15:15:00,501,501,740,121,59.13,29.5,39.28,14.2,1006,3.8,56,0
2019-01-02 15:30:00,445,445,708,115,62.23,29.200000000000003,39.97,14.2,1006,3.6,57,0
2019-01-02 15:45:00,386,386,661,110,65.38,28.8,42.6,14.8,1006,3.4000000000000004,57,0
2019-01-02 16:00:00,327,327,616,102,68.58,28.4,43.64,14.9,1007,3.3000000000000003,58,0
2019-01-02 16:15:00,268,268,561,93,71.82000000000001,27.6,45.72,14.8,1007,2.9000000000000004,60,0
2019-01-02 16:30:00,209,209,495,81,75.09,26.700000000000003,48.19,14.8,1007,2.6,61,0
2019-01-02 16:45:00,150,150,399,70,78.39,25.8,57.52,16.8,1007,2.2,63,0
2019-01-02 17:00:00,96,96,299,53,81.71000000000001,25.0,60.370000000000005,16.8,1008,1.9,64,0
2019-01-02 17:15:00,49,49,179,33,85.01,24.5,62.190000000000005,16.8,1008,1.9,65,0
2019-01-02 17:30:00,14,14,53,12,88.25,24.1,63.7,16.8,1008,1.9,66,0
2019-01-02 17:45:00,0,0,0,0,91.96,23.700000000000003,66.45,17.1,1009,1.9,67,0
2019-01-02 18:00:00,0,0,0,0,95.37,23.3,68.07000000000001,17.1,1009,1.9,68,0
2019-01-02 18:15:00,0,0,0,0,98.8,23.1,68.89,17.1,1009,1.9,68,0
2019-01-02 18:30:00,0,0,0,0,102.23,22.9,69.73,17.1,1009,2.0,68,0
2019-01-02 18:45:00,0,0,0,0,105.67,22.700000000000003,71.4,17.3,1010,2.0,68,0
2019-01-02 19:00:00,0,0,0,0,109.12,22.5,72.27,17.3,1010,2.0,68,0
2019-01-02 19:15:00,0,0,0,0,112.57,22.3,73.15,17.3,1010,2.0,67,0
2019-01-02 19:30:00,0,0,0,0,116.03,22.1,74.04,17.3,1010,2.0,66,0
2019-01-02 19:45:00,0,0,0,0,119.48,22.0,75.25,17.400000000000002,1010,2.1,65,0
2019-01-02 20:00:00,0,0,0,0,122.93,21.8,76.25,17.400000000000002,1011,2.1,64,0
2019-01-02 20:15:00,0,0,0,0,126.37,21.700000000000003,76.72,17.400000000000002,1011,2.1,63,0
2019-01-02 20:30:00,0,0,0,0,129.8,21.5,77.66,17.400000000000002,1011,2.1,62,0
2019-01-02 20:45:00,0,0,0,0,133.22,21.4,78.83,17.6,1011,2.1,60,0
2019-01-02 21:00:00,0,0,0,0,136.62,21.3,79.31,17.6,1011,2.1,59,0
2019-01-02 21:15:00,0,0,0,0,140.0,21.1,80.29,17.6,1011,2.0,57,0
2019-01-02 21:30:00,0,0,0,0,143.34,21.0,80.78,17.6,1011,2.0,55,0
2019-01-02 21:45:00,0,0,0,0,146.64,20.8,82.41,17.7,1010,2.0,53,0
2019-01-02 22:00:00,0,0,0,0,149.88,20.700000000000003,82.92,17.7,1010,1.9,52,0
2019-01-02 22:15:00,0,0,0,0,153.03,20.5,83.94,17.7,1010,1.9,49,0
2019-01-02 22:30:00,0,0,0,0,156.06,20.3,84.98,17.7,1010,1.9,47,0
2019-01-02 22:45:00,0,0,0,0,158.92000000000002,20.200000000000003,86.08,17.8,1010,1.9,45,0
2019-01-02 23:00:00,0,0,0,0,161.52,20.0,87.15,17.8,1010,1.9,43,0
2019-01-02 23:15:00,0,0,0,0,163.75,19.9,87.69,17.8,1010,1.9,41,0
2019-01-02 23:30:00,0,0,0,0,165.42000000000002,19.8,88.23,17.8,1010,1.9,39,0
2019-01-02 23:45:00,0,0,0,0,166.33,19.6,89.79,17.900000000000002,1010,1.9,37,0
2019-01-03 00:00:00,0,0,0,0,166.32,19.5,90.26,17.900000000000002,1009,1.9,35,0
2019-01-03 00:15:00,0,0,0,0,165.41,19.4,90.82,17.900000000000002,1009,1.9,34,0
2019-01-03 00:30:00,0,0,0,0,163.74,19.200000000000003,91.95,17.900000000000002,1009,1.9,32,0
2019-01-03 00:45:00,0,0,0,0,161.51,19.1,93.1,18.0,1009,1.9,30,0
2019-01-03 01:00:00,0,0,0,0,158.9,19.0,93.68,18.0,1009,2.0,28,0
2019-01-03 01:15:00,0,0,0,0,156.04,18.8,94.86,18.0,1009,1.9,26,0
2019-01-03 01:30:00,0,0,0,0,153.01,18.7,95.45,18.0,1009,1.9,24,0
2019-01-03 01:45:00,0,0,0,0,149.86,18.6,96.18,18.0,1008,1.9,22,0
2019-01-03 02:00:00,0,0,0,0,146.62,18.4,97.39,18.0,1008,1.8,20,0
2019-01-03 02:15:00,0,0,0,0,143.32,18.3,98.0,18.0,1008,1.8,18,0
2019-01-03 02:30:00,0,0,0,0,139.98,18.2,98.61,18.0,1008,1.8,16,0
2019-01-03 02:45:00,0,0,0,0,136.6,18.0,99.55,17.900000000000002,1009,1.8,14,0
2019-01-03 03:00:00,0,0,0,0,133.2,17.900000000000002,100.0,17.900000000000002,1009,1.7000000000000002,12,0
2019-01-03 03:15:00,0,0,0,0,129.78,17.8,100.0,17.8,1009,1.7000000000000002,11,0
2019-01-03 03:30:00,0,0,0,0,126.35,17.7,100.0,17.7,1009,1.7000000000000002,10,0
2019-01-03 03:45:00,0,0,0,0,122.9,17.6,100.0,17.6,1009,1.7000000000000002,8,0
2019-01-03 04:00:00,0,0,0,0,119.45,17.5,100.0,17.5,1009,1.7000000000000002,7,0
2019-01-03 04:15:00,0,0,0,0,116.0,17.5,100.0,17.5,1009,1.7000000000000002,7,0
2019-01-03 04:30:00,0,0,0,0,112.55,17.5,100.0,17.5,1009,1.7000000000000002,7,0
2019-01-03 04:45:00,0,0,0,0,109.09,17.5,100.0,17.5,1009,1.7000000000000002,7,0
2019-01-03 05:00:00,0,0,0,0,105.64,17.3,100.0,17.3,1010,1.8,3,0
2019-01-03 05:15:00,0,0,0,0,102.2,17.6,100.0,17.6,1010,2.0,91,0
2019-01-03 05:30:00,0,0,0,0,98.76,17.8,99.49,17.7,1010,2.2,180,0
2019-01-03 05:45:00,0,0,0,0,95.34,18.1,97.23,17.7,1011,2.4000000000000004,269,0
2019-01-03 06:00:00,0,0,0,0,91.92,18.3,96.02,17.7,1011,2.6,357,0
2019-01-03 06:15:00,16,16,72,14,88.21000000000001,19.1,91.35,17.7,1011,2.8000000000000003,269,0
2019-01-03 06:30:00,52,52,218,33,84.98,19.9,87.03,17.7,1012,3.0,181,0
2019-01-03 06:45:00,102,102,361,50,81.67,20.6,82.8,17.6,1012,3.3000000000000003,92,0
2019-01-03 07:00:00,158,158,465,64,78.35000000000001,21.4,78.84,17.6,1012,3.5,4,0
2019-01-03 07:15:00,216,216,546,75,75.05,22.200000000000003,75.09,17.6,1012,3.7,10,0
2019-01-03 07:30:00,276,276,612,85,71.78,23.1,71.12,17.6,1012,4.0,16,0
2019-01-03 07:45:00,338,338,672,92,68.53,23.9,63.940000000000005,16.7,1012,4.2,22,0
2019-01-03 08:00:00,398,398,715,99,65.33,24.700000000000003,60.96,16.7,1012,4.4,28,0
2019-01-03 08:15:00,456,456,752,105,62.17,25.200000000000003,59.17,16.7,1012,4.5,29,0
2019-01-03 08:30:00,513,513,782,111,59.07,25.8,57.11,16.7,1012,4.5,30,0
2019-01-03 08:45:00,567,567,813,113,56.04,26.3,53.11,16.0,1012,4.5,31,0
2019-01-03 09:00:00,617,617,835,116,53.08,26.8,51.58,16.0,1012,4.5,32,0
2019-01-03 09:15:00,666,666,854,119,50.22,27.3,50.09,16.0,1012,4.5,33,0
2019-01-03 09:30:00,711,711,870,123,47.46,27.700000000000003,48.94,16.0,1012,4.5,33,0
2019-01-03 09:45:00,754,754,891,122,44.83,28.200000000000003,45.93,15.5,1011,4.4,34,0
2019-01-03 10:00:00,791,791,902,124,42.36,28.6,44.88,15.5,1011,4.4,34,0
2019-01-03 10:15:00,824,824,912,126,40.07,29.0,43.85,15.5,1011,4.3,35,0
2019-01-03 10:30:00,853,853,920,128,38.0,29.4,42.81,15.5,1010,4.2,36,0
2019-01-03 10:45:00,875,875,919,134,36.18,29.8,40.48,14.9,1010,4.1000000000000005,36,0
2019-01-03 11:00:00,895,895,924,135,34.65,30.200000000000003,39.56,14.9,1010,4.1000000000000005,37,0
2019-01-03 11:15:00,909,909,927,136,33.46,30.5,38.85,14.9,1009,4.0,38,0
2019-01-03 11:30:00,919,919,930,136,32.64,30.700000000000003,38.41,14.9,1009,3.9,39,0
2019-01-03 11:45:00,926,926,937,133,32.22,31.0,36.56,14.4,1008,3.8,40,0
2019-01-03 12:00:00,926,926,937,133,32.21,31.3,35.94,14.4,1008,3.7,40,0
2019-01-03 12:15:00,921,921,935,133,32.62,31.4,35.74,14.4,1008,3.7,41,0
2019-01-03 12:30:00,911,911,933,132,33.43,31.6,35.300000000000004,14.4,1007,3.6,42,0
2019-01-03 12:45:00,897,897,933,129,34.61,31.700000000000003,34.13,14.0,1007,3.6,43,0
2019-01-03 13:00:00,878,878,928,128,36.13,31.9,33.74,14.0,1007,3.5,44,0
2019-01-03 13:15:00,854,854,922,126,37.94,31.9,33.71,14.0,1006,3.5,44,0
2019-01-03 13:30:00,825,825,914,125,40.01,31.9,33.71,14.0,1006,3.5,45,0
2019-01-03 13:45:00,791,791,902,124,42.29,31.9,33.03,13.6,1006,3.5,45,0
2019-01-03 14:00:00,754,754,891,121,44.76,31.9,33.03,13.6,1006,3.5,46,0
2019-01-03 14:15:00,713,713,878,119,47.39,31.700000000000003,33.4,13.6,1006,3.5,46,0
2019-01-03 14:30:00,668,668,862,116,50.14,31.5,33.78,13.6,1006,3.5,46,0
2019-01-03 14:45:00,619,619,841,113,53.0,31.3,34.1,13.6,1006,3.6,47,0
2019-01-03 15:00:00,568,568,819,109,55.96,31.200000000000003,34.29,13.6,1006,3.6,47,0
2019-01-03 15:15:00,514,514,794,105,58.99,30.8,35.08,13.6,1006,3.5,48,0
2019-01-03 15:30:00,458,458,764,100,62.09,30.3,36.09,13.6,1006,3.5,49,0
2019-01-03 15:45:00,397,397,716,97,65.25,29.9,38.85,14.4,1006,3.4000000000000004,50,0
2019-01-03 16:00:00,337,337,673,90,68.45,29.5,39.75,14.4,1006,3.3000000000000003,50,0
2019-01-03 16:15:00,277,277,620,82,71.69,28.6,41.87,14.4,1006,3.1,52,0
2019-01-03 16:30:00,217,217,556,73,74.97,27.700000000000003,44.15,14.4,1007,2.8000000000000003,54,0
2019-01-03 16:45:00,157,157,460,64,78.27,26.700000000000003,53.18,16.400000000000002,1007,2.5,56,0
2019-01-03 17:00:00,102,102,358,50,81.58,25.8,56.07,16.400000000000002,1007,2.3000000000000003,58,0
2019-01-03 17:15:00,53,53,230,33,84.89,25.4,57.41,16.400000000000002,1007,2.4000000000000004,59,0
2019-01-03 17:30:00,16,16,81,13,88.14,25.0,58.85,16.400000000000002,1008,2.6,60,0
2019-01-03 17:45:00,0,0,0,0,91.83,24.6,60.79,16.5,1008,2.7,61,0
2019-01-03 18:00:00,0,0,0,0,95.25,24.200000000000003,62.26,16.5,1008,2.9000000000000004,62,0
2019-01-03 18:15:00,0,0,0,0,98.68,24.0,63.07,16.5,1009,3.0,61,0
2019-01-03 18:30:00,0,0,0,0,102.12,23.8,63.83,16.5,1009,3.1,61,0
2019-01-03 18:45:00,0,0,0,0,105.56,23.6,66.06,16.900000000000002,1009,3.2,60,0
2019-01-03 19:00:00,0,0,0,0,109.01,23.4,66.92,16.900000000000002,1010,3.3000000000000003,60,0
