datetime,tcc,lcc,mcc,hcc,temperature_2m,relative_humidity_2m,dew_point_2m,surface_pressure,wind_gusts_10m,u10,v10
2019-01-01 00:00:00,0.87,0.87,0.19,0.0,22.3,84.0,19.5,1007.5,12.2,-0.662383644882202,-7.571079705497266
2019-01-01 01:00:00,0.85,0.84,0.73,0.0,22.4,81.0,19.0,1007.1,16.6,-1.8126854560771757,-9.325458242752807
2019-01-01 02:00:00,0.97,0.97,0.96,0.0,22.2,81.0,18.8,1006.7,18.7,-1.1393602496174229,-10.84028865951418
2019-01-01 03:00:00,0.99,0.47,0.99,0.0,22.0,80.0,18.4,1006.6,20.2,0.8021994480574448,-11.471986577987979
2019-01-01 04:00:00,0.58,0.23,0.57,0.0,21.9,79.0,18.1,1006.7,20.9,0.8021994480574448,-11.471986577987979
2019-01-01 05:00:00,0.33,0.07,0.18,0.0,21.0,83.0,18.0,1007.3,20.2,3.189474750953177,-8.308865795825094
2019-01-01 06:00:00,0.21,0.06,0.2,0.0,21.5,80.0,17.9,1007.9,16.6,3.189474750953177,-8.308865795825094
2019-01-01 07:00:00,0.21,0.08,0.2,0.0,22.4,77.0,18.1,1008.7,18.4,2.2495105434386535,-9.743700647852352
2019-01-01 08:00:00,0.16,0.08,0.15,0.0,24.0,71.0,18.4,1009.4,27.0,-1.442492793093618,-13.724402156082173
2019-01-01 09:00:00,0.12,0.05,0.11,0.0,25.5,65.0,18.5,1009.5,33.5,-5.4369881794345165,-15.79016021250859
2019-01-01 10:00:00,0.26,0.26,0.08,0.0,27.0,58.0,18.1,1009.0,37.8,-8.262627095259752,-16.216318740228296
2019-01-01 11:00:00,0.86,0.82,0.04,0.24,27.8,54.0,17.5,1007.9,37.4,-7.309247045806704,-14.345205039432724
2019-01-01 12:00:00,0.98,0.98,0.01,0.0,28.5,51.0,17.3,1006.7,33.8,-8.319732448461316,-13.314355109655887
2019-01-01 13:00:00,1.0,1.0,0.0,0.0,28.4,51.0,17.2,1005.5,33.5,-7.6499999999999995,-13.250188677901912
2019-01-01 14:00:00,0.93,0.93,0.0,0.0,28.8,49.0,17.1,1004.6,31.7,-8.680826802091781,-11.110951625854778
2019-01-01 15:00:00,1.0,1.0,0.02,0.0,28.2,51.0,17.1,1004.2,29.2,-7.471861625688189,-11.957478155805605
2019-01-01 16:00:00,1.0,1.0,0.81,0.0,28.2,51.0,17.0,1004.3,27.7,-7.544678833390834,-8.679160172561879
2019-01-01 17:00:00,1.0,0.42,0.05,0.0,27.2,53.0,16.9,1004.4,21.2,-5.728786224524987,-6.143371093601032
2019-01-01 18:00:00,0.06,0.06,0.01,0.0,24.9,62.0,17.2,1005.0,15.1,-5.388744221607771,-3.634753872559854
2019-01-01 19:00:00,0.02,0.02,0.0,0.0,23.5,70.0,17.6,1006.2,10.8,-6.122295146001595,-3.9758649556096977
2019-01-01 20:00:00,0.01,0.01,0.0,0.0,23.6,72.0,18.1,1006.9,16.6,-9.659258262890683,-2.5881904510252074
2019-01-01 21:00:00,0.0,0.0,0.0,0.0,22.9,82.0,19.6,1007.6,18.7,-10.382164271153162,-2.588564282916444
2019-01-01 22:00:00,0.03,0.03,0.0,0.0,22.2,86.0,19.9,1008.3,19.1,-8.642763284627168,-4.403707847473604
2019-01-01 23:00:00,0.03,0.03,0.0,0.0,21.8,88.0,19.6,1008.2,16.2,-5.777694242791447,-5.387787044493738
2019-01-02 00:00:00,0.13,0.13,0.0,0.0,21.4,86.0,19.0,1007.8,13.0,-2.2249223594996215,-6.8476069173251055
2019-01-02 01:00:00,0.31,0.15,0.01,0.19,21.1,83.0,18.2,1007.3,15.5,-0.31409547032250873,-8.994517443171862
2019-01-02 02:00:00,0.51,0.17,0.0,0.41,20.5,85.0,17.9,1006.6,16.2,1.423553631866103,-8.987963899415753
2019-01-02 03:00:00,0.7,0.15,0.0,0.65,20.0,86.0,17.6,1006.2,17.3,1.719116958902611,-9.74959675482086
2019-01-02 04:00:00,0.74,0.08,0.0,0.71,19.7,85.0,17.0,1006.7,17.6,2.4737865342776532e-15,-10.1
2019-01-02 05:00:00,0.66,0.12,0.0,0.11,19.7,83.0,16.8,1006.9,17.6,0.7045403848156689,-10.075396907624224
