datetime,tcc,lcc,mcc,hcc,temperature_2m,relative_humidity_2m,dew_point_2m,surface_pressure,wind_gusts_10m,u10,v10
2019-01-01 00:00:00,0.16,0.06,0.15,0.0,22.1,81.0,18.7,1006.2,18.0,-4.999999999999999,-8.660254037844387
2019-01-01 01:00:00,0.2,0.05,0.19,0.0,21.6,82.0,18.4,1005.8,18.4,-2.952954217699641,-9.658678035226657
2019-01-01 02:00:00,0.29,0.06,0.28,0.0,21.5,81.0,18.1,1005.4,19.8,-1.7677094549546088,-11.160878248725057
2019-01-01 03:00:00,0.3,0.13,0.28,0.0,21.2,81.0,17.9,1005.3,20.5,2.743208830090071e-15,-11.2
2019-01-01 04:00:00,0.19,0.13,0.18,0.0,20.9,82.0,17.8,1005.3,19.8,0.3908743630680092,-11.193177262613872
2019-01-01 05:00:00,0.09,0.06,0.06,0.0,20.6,84.0,17.8,1005.8,19.8,0.35248491669525833,-10.093847352892867
2019-01-01 06:00:00,0.06,0.04,0.05,0.0,21.0,82.0,17.7,1006.4,19.4,0.37691456438700893,-10.793420931806235
2019-01-01 07:00:00,0.08,0.06,0.06,0.0,21.7,80.0,18.0,1007.3,20.5,0.7533699164365569,-10.773691742806102
2019-01-01 08:00:00,0.08,0.04,0.07,0.0,23.2,74.0,18.2,1008.0,28.8,-1.473851332073914,-14.022758724692652
2019-01-01 09:00:00,0.41,0.03,0.05,0.38,24.9,68.0,18.5,1008.2,35.3,-4.555215193804365,-17.000294542687605
2019-01-01 10:00:00,0.79,0.46,0.02,0.62,26.5,60.0,18.0,1007.7,41.8,-10.149999999999999,-17.580315696824105
2019-01-01 11:00:00,0.97,0.86,0.01,0.81,27.4,55.0,17.5,1006.6,41.8,-8.63827675526039,-16.246235708604257
2019-01-01 12:00:00,0.99,0.95,0.01,0.85,28.0,53.0,17.5,1005.5,38.5,-8.932080174246444,-13.754197314304953
2019-01-01 13:00:00,0.92,0.92,0.0,0.0,28.0,52.0,17.3,1004.4,35.6,-9.789017457677968,-12.529370982346878
2019-01-01 14:00:00,0.9,0.9,0.0,0.0,28.0,52.0,17.1,1003.3,33.5,-8.93433583484559,-12.2970583144992
2019-01-01 15:00:00,0.99,0.99,0.0,0.0,28.1,51.0,17.0,1002.9,32.4,-10.036959095382873,-11.147172382160914
2019-01-01 16:00:00,0.94,0.94,0.0,0.0,27.9,52.0,17.1,1003.1,30.2,-10.4182044264181,-8.741911491736936
2019-01-01 17:00:00,0.98,0.59,0.0,0.78,27.0,55.0,17.0,1003.1,27.0,-8.652886410017484,-4.600821315301731
2019-01-01 18:00:00,0.75,0.11,0.0,0.71,25.4,62.0,17.5,1003.9,17.6,-7.973781149274371,-3.2216167033768426
2019-01-01 19:00:00,0.75,0.02,0.0,0.74,24.0,70.0,18.1,1005.0,19.4,-11.15840085217396,-2.782101799396178
2019-01-01 20:00:00,0.1,0.02,0.0,0.08,23.2,80.0,19.7,1005.7,22.7,-12.267257993871167,-3.2870018728020134
2019-01-01 21:00:00,0.02,0.01,0.0,0.0,22.5,85.0,19.9,1006.4,23.0,-11.888206453689419,-3.862712429686843
2019-01-01 22:00:00,0.06,0.06,0.01,0.0,22.1,85.0,19.5,1007.0,22.3,-10.068373723328557,-5.1300926470568795
2019-01-01 23:00:00,0.13,0.12,0.01,0.0,21.6,83.0,18.7,1006.8,20.2,-7.9283665448744856,-5.760295472466237
2019-01-02 00:00:00,0.09,0.07,0.02,0.02,21.2,81.0,17.8,1006.4,17.6,-6.156614753256583,-7.880107536067219
2019-01-02 01:00:00,0.25,0.07,0.01,0.19,20.5,81.0,17.2,1005.9,17.6,-2.153104870837043,-8.635631963856369
2019-01-02 02:00:00,0.39,0.04,0.0,0.36,19.8,84.0,17.0,1005.2,15.8,0.3140954703225074,-8.994517443171862
2019-01-02 03:00:00,0.62,0.0,0.0,0.62,19.3,86.0,16.9,1004.8,17.3,0.6766377953180186,-9.676371287520293
2019-01-02 04:00:00,0.75,0.0,0.0,0.75,18.7,88.0,16.8,1005.3,17.3,0.32805526900350773,-9.394273773979501
2019-01-02 05:00:00,0.76,0.01,0.0,0.63,18.9,86.0,16.5,1005.6,16.6,-1.0243789400230041,-9.746314574609078
2019-01-02 06:00:00,0.0,0.0,0.0,0.0,19.1,84.0,16.4,1006.4,19.1,-0.7533699164365533,-10.773691742806102
2019-01-02 07:00:00,0.0,0.0,0.0,0.0,20.0,80.0,16.5,1007.4,21.6,-1.4136843834997106,-11.513535359039334
2019-01-02 08:00:00,0.02,0.02,0.0,0.0,22.0,71.0,16.6,1008.2,28.1,-2.5950023371210094,-13.35012969488823
2019-01-02 09:00:00,0.12,0.12,0.0,0.0,24.0,62.0,16.2,1008.5,32.8,-4.244815279581787,-14.80343011745011
2019-01-02 10:00:00,0.31,0.31,0.0,0.0,25.4,54.0,15.5,1008.0,36.7,-8.193282582163096,-14.781073050655786
2019-01-02 11:00:00,0.26,0.26,0.0,0.0,26.2,50.0,15.1,1007.2,37.8,-9.064670118416954,-15.086144492357178
2019-01-02 12:00:00,0.35,0.35,0.0,0.0,26.9,48.0,14.9,1005.8,38.9,-10.381733497953935,-14.826652001630753
2019-01-02 13:00:00,0.28,0.28,0.0,0.0,27.1,47.0,14.8,1004.5,39.2,-10.381733497953935,-14.826652001630753
2019-01-02 14:00:00,0.22,0.22,0.0,0.0,27.4,47.0,15.1,1003.6,38.9,-9.008627491964484,-14.41681763465924
2019-01-02 15:00:00,0.22,0.22,0.0,0.0,27.3,48.0,15.2,1003.6,36.4,-9.34929591252205,-13.352178321910566
2019-01-02 16:00:00,0.14,0.14,0.0,0.0,26.9,49.0,15.1,1003.7,33.8,-8.640443208699354,-11.892549817311727
2019-01-02 17:00:00,0.17,0.02,0.0,0.0,26.4,53.0,15.9,1004.2,29.5,-4.361704647071826,-6.466493065929326
2019-01-02 18:00:00,0.03,0.03,0.0,0.0,23.2,65.0,16.2,1005.0,14.8,-2.873804179836756,-6.162892951849219
2019-01-02 19:00:00,0.07,0.07,0.0,0.0,22.0,73.0,16.8,1005.8,9.7,-1.1133848076805235,-7.922144549932563
2019-01-02 20:00:00,0.26,0.26,0.0,0.0,21.1,77.0,17.0,1006.5,10.1,2.902780391316936,-7.562001454627332
2019-01-02 21:00:00,0.5,0.5,0.0,0.0,21.4,77.0,17.1,1007.0,9.4,-0.7068421917498553,-5.756767679519667
2019-01-02 22:00:00,0.44,0.44,0.0,0.0,21.4,78.0,17.5,1007.2,7.2,-1.7613968679372003,-5.421022142882375
2019-01-02 23:00:00,0.44,0.4,0.0,0.08,20.9,80.0,17.2,1007.1,7.6,0.4045875477159287,-5.78587149150698
2019-01-03 00:00:00,0.78,0.64,0.01,0.39,20.5,82.0,17.3,1006.6,7.6,0.709782814896336,-5.050367150582008
2019-01-03 01:00:00,0.6,0.59,0.3,0.0,21.4,78.0,17.3,1005.9,7.2,-0.3278554265973889,-4.688551036221174
2019-01-03 02:00:00,0.26,0.25,0.15,0.0,21.8,77.0,17.6,1005.6,13.0,-2.921931428644114,-7.232034065620942
2019-01-03 03:00:00,0.28,0.28,0.03,0.0,21.4,82.0,18.2,1005.6,15.8,-4.366085533908785,-8.211412613588022
2019-01-03 04:00:00,0.24,0.2,0.02,0.05,21.2,84.0,18.4,1005.9,16.6,-3.296985135816762,-8.588939923774255
2019-01-03 05:00:00,0.04,0.08,0.0,0.01,19.9,83.0,16.9,1006.0,17.6,-1.3891854213354426,-7.878462024097664
2019-01-03 06:00:00,0.02,0.02,0.0,0.0,20.0,86.0,17.5,1006.7,17.6,-2.5159877142365445,-10.091075553270363
2019-01-03 07:00:00,0.04,0.0,0.0,0.04,21.0,84.0,18.1,1007.8,21.6,-1.830283240970701,-11.555953584963111
2019-01-03 08:00:00,0.19,0.0,0.0,0.19,23.1,76.0,18.6,1008.6,27.4,-2.049291492027024,-12.938717261796304
2019-01-03 09:00:00,0.37,0.0,0.0,0.37,25.1,68.0,18.8,1008.9,32.0,-2.535263393937183,-14.378193193978237
2019-01-03 10:00:00,0.79,0.28,0.0,0.71,27.1,58.0,18.2,1008.5,38.9,-8.398824245181617,-16.483620697484806
2019-01-03 11:00:00,0.95,0.29,0.0,0.93,28.2,53.0,17.6,1007.5,40.0,-8.581130278360165,-15.480768816367304
2019-01-03 12:00:00,0.99,0.3,0.0,0.99,28.7,47.0,16.2,1006.4,38.2,-7.98309016110584,-13.286093160882741
2019-01-03 13:00:00,0.92,0.04,0.0,0.92,29.3,43.0,15.2,1005.0,34.6,-7.499999999999999,-12.99038105676658
2019-01-03 14:00:00,0.91,0.0,0.0,0.91,29.5,43.0,15.5,1004.0,33.8,-7.249999999999999,-12.557368354874361
2019-01-03 15:00:00,0.66,0.08,0.0,0.63,29.4,45.0,16.1,1003.6,32.4,-8.030070108914645,-11.468128620045885
2019-01-03 16:00:00,0.12,0.12,0.0,0.0,28.8,46.0,15.9,1003.6,30.2,-10.093575728924979,-10.824034783963723
2019-01-03 17:00:00,0.02,0.03,0.0,0.0,27.5,51.0,16.4,1003.6,29.9,-9.747909327039002,-6.825559592577449
2019-01-03 18:00:00,0.01,0.01,0.0,0.0,25.4,58.0,16.5,1004.1,22.0,-8.31452281681049,-4.995869326627525
2019-01-03 19:00:00,0.0,0.0,0.0,0.0,24.0,64.0,16.8,1005.0,16.9,-6.874724795220202,-6.410784584587486
2019-01-03 20:00:00,0.05,0.05,0.0,0.0,23.2,67.0,16.9,1006.0,18.7,-9.328529057720685,-5.829111906565254
2019-01-03 21:00:00,0.12,0.12,0.0,0.0,22.5,75.0,17.8,1006.7,21.6,-10.426010937070336,-5.085105302753298
2019-01-03 22:00:00,0.29,0.29,0.0,0.0,22.2,77.0,18.0,1006.7,22.0,-10.73871500692704,-6.200000000000002
2019-01-03 23:00:00,0.0,0.0,0.0,0.0,22.2,77.0,18.0,1006.8,22.7,-9.42234665036343,-7.906287599144434
2019-01-04 00:00:00,0.01,0.01,0.0,0.0,21.1,83.0,18.1,1006.7,22.0,-7.159697488039782,-7.951649632608118
2019-01-04 01:00:00,0.0,0.0,0.0,0.0,20.2,87.0,17.9,1005.9,18.7,-4.981241083792126,-7.9716521038704045
2019-01-04 02:00:00,0.0,0.0,0.0,0.0,19.5,90.0,17.8,1005.4,16.2,-2.8649997592229792,-8.320563465273988
2019-01-04 03:00:00,0.0,0.0,0.0,0.0,19.0,92.0,17.8,1005.3,15.1,-1.3891854213354426,-7.878462024097664
2019-01-04 04:00:00,0.0,0.0,0.0,0.0,18.7,94.0,17.7,1005.4,14.0,-1.3891854213354426,-7.878462024097664
2019-01-04 05:00:00,0.0,0.0,0.0,0.0,18.9,95.0,18.1,1004.9,14.0,-1.3891854213354426,-7.878462024097664
2019-01-04 06:00:00,0.0,0.0,0.0,0.0,18.9,95.0,18.1,1005.7,14.8,-1.8221035401853065,-7.892397524760405
2019-01-04 07:00:00,0.0,0.0,0.0,0.0,20.2,88.0,18.2,1006.8,19.1,-1.7712114122026892,-10.045039080724521
2019-01-04 08:00:00,0.01,0.01,0.0,0.0,22.6,76.0,18.3,1007.7,26.3,-2.5988961352219917,-12.226845009172571
2019-01-04 09:00:00,0.03,0.03,0.0,0.0,24.9,65.0,18.0,1008.0,33.5,-6.0954056044326705,-14.35987571385807
2019-01-04 10:00:00,0.6,0.6,0.0,0.0,26.6,54.0,16.5,1007.4,43.2,-12.517752481562605,-16.61161860898369
2019-01-04 11:00:00,0.94,0.94,0.0,0.0,27.1,50.0,15.9,1006.9,43.2,-12.128531063915467,-15.523811846052421
2019-01-04 12:00:00,0.74,0.74,0.0,0.0,27.9,49.0,16.1,1005.6,41.8,-10.168684864659786,-13.995994002686592
2019-01-04 13:00:00,1.0,1.0,0.0,0.0,28.4,48.0,16.5,1004.5,38.2,-10.553806428859247,-15.072397614917447
2019-01-04 14:00:00,1.0,1.0,0.0,0.0,28.2,48.0,16.2,1003.7,40.3,-11.82070032625264,-15.12980646924906
