datetime,tcc,lcc,mcc,hcc,temperature_2m,relative_humidity_2m,dew_point_2m,surface_pressure,wind_gusts_10m,u10,v10
2018-01-01 00:00:00,0.73,0.14,0.72,0.0,25.1,77.0,20.8,998.3,5.4,1.0549740469210396,-2.4853631043215887
2018-01-01 01:00:00,0.38,0.11,0.36,0.0,24.5,80.0,20.8,997.6,5.8,0.7166571251241973,-2.499280409439629
2018-01-01 02:00:00,0.2,0.1,0.17,0.0,24.0,82.0,20.8,997.0,6.1,-1.0506577808748212,-3.233592155403522
2018-01-01 03:00:00,0.69,0.11,0.14,0.63,24.0,81.0,20.5,996.5,10.1,-3.6324027044213842,-4.64926344627966
2018-01-01 04:00:00,0.62,0.14,0.12,0.54,23.7,82.0,20.4,996.5,10.8,-4.313351365237939,-4.31335136523794
2018-01-01 05:00:00,0.58,0.04,0.03,0.77,23.3,83.0,20.2,996.4,12.2,-3.6442685642133337,-5.0159053651246746
2018-01-01 06:00:00,0.82,0.02,0.02,0.81,23.5,80.0,20.0,996.7,12.2,-2.4881992827652213,-4.679622242152313
2018-01-01 07:00:00,0.04,0.02,0.02,0.02,24.5,74.0,19.5,997.5,14.0,-2.5357095704441965,-5.437846722219899
2018-01-01 08:00:00,0.04,0.03,0.01,0.01,26.4,65.0,19.2,998.6,20.9,-3.6149310334513594,-6.798696465013738
2018-01-01 09:00:00,0.31,0.01,0.01,0.3,28.5,54.0,18.2,999.1,24.5,-4.349999999999999,-7.534421012924616
2018-01-01 10:00:00,0.7,0.45,0.01,0.48,30.0,47.0,17.5,998.6,24.8,-3.268731598124737,-6.415246974156249
2018-01-01 11:00:00,0.66,0.66,0.01,0.0,30.9,43.0,16.9,997.8,23.8,-0.3747696938149301,-4.283637201794505
2018-01-01 12:00:00,0.51,0.28,0.03,0.32,31.8,40.0,16.7,996.6,19.4,3.9467090073008153,-1.43648460196781
2018-01-01 13:00:00,0.31,0.05,0.12,0.21,32.7,36.0,15.8,995.5,20.2,3.96344440343055,3.2095339943541727
2018-01-01 14:00:00,0.39,0.0,0.37,0.03,33.7,32.0,14.9,994.1,20.2,2.545584412271571,2.545584412271572
2018-01-01 15:00:00,0.66,0.0,0.65,0.03,34.1,32.0,14.9,993.2,24.1,4.311408416603482,9.683581851011569
2018-01-01 16:00:00,0.97,0.05,0.97,0.0,32.6,38.0,16.5,993.2,31.7,1.5477406612453708,12.60533612584479
2018-01-01 17:00:00,0.69,0.21,0.28,0.0,29.8,54.0,19.4,993.8,27.0,-14.708081868045875,6.548459953520385
2018-01-01 18:00:00,0.41,0.0,0.41,0.01,28.2,59.0,19.4,994.2,29.9,-9.288192010563465,8.661379172793728
2018-01-01 19:00:00,0.09,0.0,0.09,0.0,27.0,65.0,19.8,995.3,23.0,-5.815606196095768,8.621990754572433
2018-01-01 20:00:00,0.07,0.0,0.07,0.0,26.1,72.0,20.6,996.8,19.1,-2.812054648812022,8.654614298285896
2018-01-01 21:00:00,0.07,0.06,0.05,0.0,25.5,76.0,21.0,997.6,16.6,-1.0494494745709972,5.3989495089621515
2018-01-01 22:00:00,0.13,0.13,0.04,0.0,25.1,79.0,21.2,997.9,9.0,0.3557580160950389,5.087576656325103
2018-01-01 23:00:00,0.16,0.16,0.02,0.0,24.9,81.0,21.4,997.5,10.8,1.7542302283364206,5.737828535778212
2018-01-02 00:00:00,0.23,0.23,0.03,0.0,24.7,82.0,21.4,997.2,10.8,0.7068421917498544,5.756767679519668
2018-01-02 01:00:00,0.24,0.23,0.07,0.0,24.5,82.0,21.2,996.5,9.7,-0.37630246776355347,3.580278823325784
2018-01-02 02:00:00,0.21,0.2,0.11,0.0,24.5,83.0,21.3,995.9,5.8,0.7263847995832752,-1.4256104387013886
2018-01-02 03:00:00,0.12,0.1,0.09,0.0,24.1,84.0,21.2,995.5,7.2,9.797174393178826e-16,-4.0
2018-01-02 04:00:00,0.11,0.1,0.06,0.0,23.9,85.0,21.1,995.6,7.9,-1.0886485301985047,-4.366330768241984
