datetime,w_ghr,nsrdb_clearsky_ghi,nsrdb_clearsky_dni,nsrdb_clearsky_dhi,nsrdb_zenith_angle,nsrdb_temperature,nsrdb_relative_humidity,nsrdb_dew_point,nsrdb_surface_pressure,nsrdb_wind_speed,nsrdb_wind_direction,nsrdb_cloud_type
2017-01-01 00:00:00,0,0,0,0,165.97,21.5,93.96,20.5,1000,0.7000000000000001,43,0
2017-01-01 00:15:00,0,0,0,0,165.07,21.4,94.44,20.5,999,0.8,39,0
2017-01-01 00:30:00,0,0,0,0,163.42000000000002,21.3,95.02,20.5,999,0.8,34,0
2017-01-01 00:45:00,0,0,0,0,161.22,21.200000000000003,95.47,20.4,999,0.8,30,0
2017-01-01 01:00:00,0,0,0,0,158.65,21.1,96.05,20.4,999,0.8,26,0
2017-01-01 01:15:00,0,0,0,0,155.81,21.0,96.64,20.4,999,0.8,23,0
2017-01-01 01:30:00,0,0,0,0,152.8,20.9,97.14,20.4,998,0.8,20,1
2017-01-01 01:45:00,0,0,0,0,149.66,20.8,97.18,20.3,998,0.8,18,3
2017-01-01 02:00:00,0,0,0,0,146.44,20.700000000000003,97.78,20.3,998,0.8,15,3
2017-01-01 02:15:00,0,0,0,0,143.15,20.700000000000003,97.78,20.3,998,0.8,13,3
2017-01-01 02:30:00,0,0,0,0,139.82,20.6,98.38,20.3,998,0.8,11,3
2017-01-01 02:45:00,0,0,0,0,136.45,20.5,98.2,20.200000000000003,998,0.8,9,3
2017-01-01 03:00:00,0,0,0,0,133.06,20.4,98.8,20.200000000000003,998,0.8,7,3
2017-01-01 03:15:00,0,0,0,0,129.65,20.4,98.8,20.200000000000003,998,0.8,5,3
2017-01-01 03:30:00,0,0,0,0,126.22,20.3,99.41,20.200000000000003,998,0.8,4,3
2017-01-01 03:45:00,0,0,0,0,122.78,20.200000000000003,99.27,20.1,998,0.8,3,7
2017-01-01 04:00:00,0,0,0,0,119.34,20.200000000000003,99.27,20.1,998,0.8,2,7
2017-01-01 04:15:00,0,0,0,0,115.89,20.200000000000003,99.27,20.1,998,0.8,2,7
2017-01-01 04:30:00,0,0,0,0,112.44,20.200000000000003,99.27,20.1,998,0.8,2,7
2017-01-01 04:45:00,0,0,0,0,108.99,20.200000000000003,99.27,20.1,998,0.8,2,7
2017-01-01 05:00:00,0,0,0,0,105.57,18.2,91.44,16.8,1002,1.1,8,7
2017-01-01 05:15:00,0,0,0,0,102.12,18.5,89.74,16.8,1002,1.1,8,7
2017-01-01 05:30:00,0,0,0,0,98.69,18.7,88.63,16.8,1002,1.2000000000000002,8,7
2017-01-01 05:45:00,0,0,0,0,95.26,19.0,87.86,16.900000000000002,1003,1.3,8,7
2017-01-01 06:00:00,0,0,0,0,91.85,19.200000000000003,86.77,16.900000000000002,1003,1.4,8,0
2017-01-01 06:15:00,15,15,61,13,88.15,20.0,82.58,16.900000000000002,1003,1.6,9,0
2017-01-01 06:30:00,27,50,190,33,84.91,20.700000000000003,79.10000000000001,16.900000000000002,1003,1.8,11,3
2017-01-01 06:45:00,53,98,321,51,81.60000000000001,21.5,75.81,17.1,1004,2.0,12,4
2017-01-01 07:00:00,110,152,420,66,78.29,22.200000000000003,72.65,17.1,1004,2.2,13,7
2017-01-01 07:15:00,209,209,500,79,74.99,23.200000000000003,68.39,17.1,1004,2.5,18,1
2017-01-01 07:30:00,160,268,566,90,71.71000000000001,24.1,64.8,17.1,1004,2.7,23,4
2017-01-01 07:45:00,245,329,635,96,68.47,25.1,59.6,16.7,1004,2.9000000000000004,28,7
2017-01-01 08:00:00,291,387,679,103,65.27,26.0,56.51,16.7,1004,3.2,33,7
2017-01-01 08:15:00,368,445,716,110,62.11,26.700000000000003,54.24,16.7,1004,3.2,34,7
2017-01-01 08:30:00,501,501,747,116,59.01,27.3,52.370000000000005,16.7,1004,3.2,35,0
2017-01-01 08:45:00,443,556,785,117,55.98,28.0,46.99,15.6,1004,3.3000000000000003,37,2
2017-01-01 09:00:00,465,605,805,121,53.02,28.6,45.38,15.6,1004,3.3000000000000003,38,7
2017-01-01 09:15:00,435,653,824,125,50.15,29.1,44.09,15.6,1004,3.3000000000000003,39,6
2017-01-01 09:30:00,578,697,840,129,47.4,29.6,42.84,15.6,1004,3.2,40,7
2017-01-01 09:45:00,649,741,865,127,44.77,30.1,39.74,14.9,1003,3.2,41,7
2017-01-01 10:00:00,697,777,876,129,42.3,30.6,38.62,14.9,1003,3.2,42,7
2017-01-01 10:15:00,709,810,886,131,40.0,31.0,37.75,14.9,1003,3.1,44,7
2017-01-01 10:30:00,838,838,894,133,37.93,31.4,36.87,14.9,1002,3.1,45,0
2017-01-01 10:45:00,859,859,887,142,36.11,31.700000000000003,35.410000000000004,14.6,1002,3.0,46,0
2017-01-01 11:00:00,878,878,893,143,34.58,32.1,34.63,14.6,1002,3.0,47,0
2017-01-01 11:15:00,893,893,897,144,33.39,32.300000000000004,34.2,14.5,1001,2.9000000000000004,49,0
2017-01-01 11:30:00,900,900,897,145,32.57,32.6,33.63,14.5,1001,2.8000000000000003,50,0
2017-01-01 11:45:00,905,905,896,146,32.15,32.800000000000004,33.25,14.5,1001,2.8000000000000003,52,0
2017-01-01 12:00:00,805,905,896,146,32.15,33.1,32.660000000000004,14.5,1000,2.7,53,7
2017-01-01 12:15:00,771,900,895,146,32.56,33.2,32.480000000000004,14.5,1000,2.6,55,7
2017-01-01 12:30:00,753,890,893,145,33.37,33.300000000000004,32.3,14.5,1000,2.6,57,7
2017-01-01 12:45:00,724,875,886,146,34.56,33.4,32.32,14.6,999,2.5,58,7
2017-01-01 13:00:00,673,854,878,144,36.08,33.5,32.14,14.6,999,2.4000000000000004,60,2
2017-01-01 13:15:00,651,830,872,142,37.89,33.5,32.14,14.6,999,2.4000000000000004,62,2
2017-01-01 13:30:00,675,802,863,140,39.96,33.5,32.11,14.6,998,2.4000000000000004,64,7
2017-01-01 13:45:00,646,775,875,128,42.25,33.5,32.27,14.7,998,2.3000000000000003,66,7
2017-01-01 14:00:00,542,738,863,125,44.72,33.5,32.27,14.7,998,2.3000000000000003,67,2
2017-01-01 14:15:00,698,698,849,122,47.34,33.300000000000004,32.64,14.7,998,2.3000000000000003,70,1
2017-01-01 14:30:00,468,652,831,119,50.1,33.2,32.82,14.7,998,2.2,72,2
2017-01-01 14:45:00,480,605,811,116,52.96,33.0,33.230000000000004,14.7,998,2.2,74,7
2017-01-01 15:00:00,436,554,789,112,55.92,32.9,33.42,14.7,998,2.2,76,7
2017-01-01 15:15:00,346,501,763,107,58.95,32.5,34.18,14.7,998,2.1,78,2
2017-01-01 15:30:00,345,446,733,102,62.05,32.1,34.95,14.7,998,2.0,80,7
2017-01-01 15:45:00,292,387,690,98,65.21000000000001,31.700000000000003,38.43,15.8,998,1.8,82,2
2017-01-01 16:00:00,250,329,647,91,68.41,31.3,39.31,15.8,998,1.7000000000000002,84,7
2017-01-01 16:15:00,202,269,593,83,71.65,30.4,41.41,15.8,999,1.6,89,7
2017-01-01 16:30:00,156,211,529,74,74.93,29.5,43.6,15.8,999,1.4,94,7
2017-01-01 16:45:00,113,154,442,63,78.23,28.700000000000003,55.64,19.0,999,1.3,98,7
2017-01-01 17:00:00,74,100,343,49,81.54,27.8,58.61,19.0,999,1.1,103,7
2017-01-01 17:15:00,40,52,218,33,84.86,27.3,60.34,18.9,999,1.2000000000000002,104,7
2017-01-01 17:30:00,12,16,78,14,88.10000000000001,26.9,61.83,19.0,1000,1.3,106,7
