datetime,tcc,lcc,mcc,hcc,temperature_2m,relative_humidity_2m,dew_point_2m,surface_pressure,wind_gusts_10m,u10,v10
2018-01-01 00:00:00,0.12,0.11,0.04,0.0,23.0,92.0,21.7,1007.8,9.4,2.9145559532826275,-4.664264528860342
2018-01-01 01:00:00,0.15,0.14,0.04,0.0,23.1,90.0,21.4,1007.0,10.8,0.6794350112397471,-6.4643923198937765
2018-01-01 02:00:00,0.16,0.16,0.03,0.0,23.0,89.0,21.1,1006.4,13.0,1.141971594793687,-7.210124886344505
2018-01-01 03:00:00,0.2,0.2,0.04,0.0,23.1,88.0,21.0,1006.0,13.0,1.392905666248776,-7.165878439167947
2018-01-01 04:00:00,0.14,0.13,0.06,0.0,23.1,88.0,21.0,1006.1,13.7,1.469229264399394,-7.558529312547013
2018-01-01 05:00:00,0.09,0.03,0.03,0.43,22.8,89.0,20.9,1005.9,13.3,0.7526049355271046,-7.160557646651568
2018-01-01 06:00:00,0.25,0.02,0.02,0.23,22.6,90.0,20.8,1006.1,12.6,0.7555899291119128,-6.153786140176197
2018-01-01 07:00:00,0.29,0.03,0.02,0.27,24.0,83.0,20.9,1007.0,14.8,1.8614631347039767e-15,-7.6
2018-01-01 08:00:00,0.16,0.01,0.01,0.15,25.9,73.0,20.8,1008.1,20.9,-2.4807362023529924,-8.65135526344487
2018-01-01 09:00:00,0.01,0.01,0.01,0.0,27.6,64.0,20.1,1008.5,22.3,-3.990508283680072,-7.505054539300879
2018-01-01 10:00:00,0.01,0.01,0.01,0.0,29.1,55.0,19.3,1008.0,22.3,-4.342310698243878,-5.3623071340531
2018-01-01 11:00:00,0.21,0.21,0.01,0.0,30.6,50.0,19.0,1007.2,20.9,-4.314986839553106,-4.023790324368742
2018-01-01 12:00:00,0.72,0.72,0.44,0.0,31.0,49.0,19.0,1006.0,23.0,-8.588939923774255,3.296985135816762
2018-01-01 13:00:00,0.35,0.0,0.31,0.06,29.4,60.0,20.8,1005.1,34.6,-13.347504918136172,9.003005745879022
2018-01-01 14:00:00,0.26,0.0,0.08,0.2,30.0,55.0,19.9,1004.1,34.6,-9.056514962673266,7.8727083478860855
2018-01-01 15:00:00,0.36,0.0,0.13,0.26,29.3,62.0,21.1,1003.2,31.0,-11.11095162585478,8.680826802091781
2018-01-01 16:00:00,0.25,0.0,0.25,0.0,28.3,63.0,20.6,1003.2,31.0,-9.699739598893988,6.542556970607736
2018-01-01 17:00:00,0.11,0.0,0.03,0.0,27.0,71.0,21.3,1003.4,25.2,-10.771960632878907,5.727553065987869
2018-01-01 18:00:00,0.04,0.0,0.04,0.0,25.8,79.0,21.9,1003.9,23.0,-6.148780366869515,3.5499999999999985
2018-01-01 19:00:00,0.06,0.0,0.06,0.0,25.1,82.0,22.0,1004.8,11.9,-3.613305274337836,4.012982057577928
2018-01-01 20:00:00,0.03,0.02,0.03,0.0,24.6,86.0,22.2,1006.2,8.6,0.3278554265973888,4.688551036221174
2018-01-01 21:00:00,0.08,0.07,0.05,0.0,24.1,90.0,22.5,1007.0,8.3,1.0797650608505518,4.676976310969129
2018-01-01 22:00:00,0.12,0.11,0.04,0.0,23.6,94.0,22.6,1007.3,7.9,2.5624408513775414,5.755336383148386
2018-01-01 23:00:00,0.15,0.15,0.02,0.0,23.8,92.0,22.5,1007.0,7.9,3.5748714227020644,2.894873798829254
2018-01-02 00:00:00,0.17,0.16,0.01,0.0,23.4,93.0,22.2,1006.6,7.9,3.9467090073008158,1.436484601967808
2018-01-02 01:00:00,0.17,0.16,0.03,0.0,22.8,96.0,22.1,1006.0,6.5,4.688551036221174,0.32785542659739025
2018-01-02 02:00:00,0.16,0.15,0.09,0.0,22.5,97.0,22.0,1005.4,6.1,3.9357886821272805,-2.181643291108518
2018-01-02 03:00:00,0.15,0.15,0.09,0.0,22.3,98.0,21.9,1005.0,5.4,0.6945927106677215,-3.939231012048832
2018-01-02 04:00:00,0.18,0.18,0.07,0.0,22.1,98.0,21.8,1005.1,6.8,1.4493866525741157,-5.4091846272187825
2018-01-02 05:00:00,0.15,0.09,0.03,0.09,22.3,98.0,22.0,1005.0,7.2,1.4214781741247593,-4.3748599749577055
2018-01-02 06:00:00,0.25,0.11,0.1,0.14,22.5,98.0,22.1,1005.6,7.2,0.7352419856890863,-4.6421352007971475
2018-01-02 07:00:00,0.54,0.11,0.15,0.44,24.3,90.0,22.5,1006.5,11.9,-1.0811407922523486,-5.08636752381579
2018-01-02 08:00:00,0.52,0.13,0.07,0.44,26.4,79.0,22.4,1007.6,16.2,-2.542346798541462,-4.98963653545486
2018-01-02 09:00:00,0.59,0.16,0.03,0.51,27.9,70.0,21.9,1008.0,16.6,-3.5748714227020657,-2.8948737988292517
2018-01-02 10:00:00,0.68,0.21,0.18,0.58,29.1,62.0,21.1,1008.0,18.0,-5.34744757120448,0.7515347451843529
2018-01-02 11:00:00,0.84,0.31,0.31,0.76,29.4,60.0,20.9,1007.3,21.6,-7.185941174554808,2.4743179738743906
2018-01-02 12:00:00,0.9,0.34,0.26,0.83,29.4,61.0,21.0,1006.6,23.4,-7.947845481490627,3.538608794759462
2018-01-02 13:00:00,0.9,0.3,0.25,0.86,29.6,59.0,20.7,1005.4,26.3,-9.008582983535778,4.993539088537272
2018-01-02 14:00:00,0.9,0.19,0.41,0.83,29.2,57.0,19.9,1004.3,30.6,-11.192007229493063,7.5491041968550805
2018-01-02 15:00:00,0.84,0.29,0.29,0.76,28.8,59.0,20.0,1003.7,31.3,-10.403230962470193,7.284420741658286
2018-01-02 16:00:00,0.82,0.27,0.35,0.74,27.6,70.0,21.5,1003.7,31.0,-9.706092906266745,11.567271091096567
2018-01-02 17:00:00,0.73,0.2,0.35,0.0,27.1,73.0,21.9,1004.4,30.6,-10.478907385791707,6.049999999999998
2018-01-02 18:00:00,0.59,0.04,0.32,0.39,26.3,77.0,22.0,1005.0,23.0,-7.200817765318393,6.04220353105347
2018-01-02 19:00:00,0.84,0.03,0.2,0.8,25.6,81.0,22.1,1005.8,16.6,-4.012982057577929,3.6133052743378347
2018-01-02 20:00:00,0.69,0.07,0.2,0.62,24.8,88.0,22.6,1006.8,9.0,-5.766727053863697,3.6034509967857926
2018-01-02 21:00:00,0.26,0.21,0.24,0.0,25.5,83.0,22.4,1007.7,7.9,-2.8948737988292517,3.5748714227020657
2018-01-02 22:00:00,0.3,0.25,0.24,0.0,24.4,90.0,22.5,1008.3,5.0,2.5242120488351985,3.23084408978756
2018-01-02 23:00:00,0.26,0.18,0.25,0.0,24.1,90.0,22.4,1007.8,5.8,2.9,5.327213576290986e-16
2018-01-03 00:00:00,0.27,0.15,0.26,0.0,23.9,90.0,22.1,1007.5,7.2,2.8991378028648453,-2.899137802864844
2018-01-03 01:00:00,0.18,0.1,0.16,0.0,23.3,92.0,22.0,1006.6,7.6,3.2526911934581193,-3.2526911934581175
2018-01-03 02:00:00,0.11,0.04,0.1,0.0,23.0,94.0,22.0,1006.1,7.2,2.490620541896064,-3.985826051935202
2018-01-03 03:00:00,0.03,0.0,0.03,0.0,22.5,96.0,21.8,1005.7,7.6,2.535709570444195,-5.4378467222199
2018-01-03 04:00:00,0.02,0.0,0.02,0.0,22.2,96.0,21.5,1005.8,8.6,2.1161930039715187,-6.1458707413955596
2018-01-03 05:00:00,0.02,0.02,0.03,0.0,22.9,96.0,22.2,1006.1,9.0,-0.7068421917498553,-5.756767679519667
2018-01-03 06:00:00,0.06,0.04,0.05,0.0,23.0,94.0,22.0,1006.9,10.8,-1.4333142502483958,-4.998560818879258
2018-01-03 07:00:00,0.08,0.07,0.05,0.0,24.6,83.0,21.6,1007.7,13.7,-2.8878301658381815,-6.486172749262466
2018-01-03 08:00:00,0.3,0.29,0.05,0.0,26.5,75.0,21.6,1008.6,25.2,-5.029157314714324,-10.785062665736135
2018-01-03 09:00:00,0.19,0.18,0.03,0.0,28.0,66.0,21.1,1009.0,26.3,-5.3813867847343415,-9.708278749247292
2018-01-03 10:00:00,0.26,0.24,0.06,0.0,29.3,59.0,20.5,1009.0,25.9,-7.159697488039782,-7.951649632608118
2018-01-03 11:00:00,0.33,0.28,0.2,0.0,30.0,56.0,20.1,1008.4,25.9,-7.9283665448744856,-5.760295472466237
2018-01-03 12:00:00,0.43,0.35,0.35,0.0,30.2,54.0,20.0,1007.4,25.2,-8.30888721782426,-4.605691392340202
2018-01-03 13:00:00,0.45,0.37,0.32,0.0,30.0,56.0,20.1,1006.3,25.9,-10.46617932785172,-2.224655091750026
2018-01-03 14:00:00,0.38,0.29,0.31,0.0,28.5,69.0,22.2,1005.6,31.0,-13.351447505761739,5.394334945189134
