datetime,tcc,lcc,mcc,hcc,temperature_2m,relative_humidity_2m,dew_point_2m,surface_pressure,wind_gusts_10m,u10,v10
2018-01-01 00:00:00,0.28,0.2,0.25,0.0,23.6,85.0,20.9,1001.0,6.5,1.460965714322057,3.616017032810471
2018-01-01 01:00:00,0.25,0.24,0.19,0.0,23.3,86.0,20.9,1000.3,6.8,0.6945927106677219,3.939231012048832
2018-01-01 02:00:00,0.49,0.24,0.13,0.32,23.0,89.0,21.0,999.7,6.8,-1.453901549023942,2.1554976886431083
2018-01-01 03:00:00,0.78,0.21,0.17,0.71,22.9,89.0,20.9,999.2,4.3,-2.475670171853926,0.3479327524001634
2018-01-01 04:00:00,0.46,0.14,0.14,0.35,22.6,89.0,20.8,999.3,5.4,-3.233592155403522,-1.0506577808748212
2018-01-01 05:00:00,0.84,0.01,0.03,0.79,22.2,90.0,20.5,999.1,6.1,-3.9467090073008153,-1.436484601967809
2018-01-01 06:00:00,0.79,0.04,0.03,0.78,22.2,88.0,20.2,999.4,7.9,-2.1649947956686737,-2.4905416147351476
2018-01-01 07:00:00,0.39,0.07,0.01,0.34,23.6,80.0,19.9,1000.2,11.9,-2.197614961051637,-4.7128004925905795
2018-01-01 08:00:00,0.18,0.06,0.01,0.13,25.6,71.0,19.9,1001.3,17.3,-3.244739871933341,-5.400153994423308
2018-01-01 09:00:00,0.3,0.05,0.01,0.26,27.5,59.0,18.7,1001.7,21.2,-4.361704647071826,-6.466493065929326
2018-01-01 10:00:00,0.53,0.1,0.02,0.48,29.2,51.0,18.1,1001.3,21.6,-3.6324027044213842,-4.64926344627966
2018-01-01 11:00:00,0.29,0.27,0.11,0.02,30.8,46.0,17.8,1000.3,20.2,-1.7874357113510329,-1.4474368994146258
2018-01-01 12:00:00,0.59,0.34,0.58,0.0,31.7,42.0,17.3,999.0,16.9,-1.4609657143220578,3.6160170328104706
2018-01-01 13:00:00,1.0,0.01,1.0,0.24,32.5,39.0,16.8,997.7,22.7,-2.177535110954294,7.59396739791272
2018-01-01 14:00:00,0.66,0.03,0.47,0.37,32.3,39.0,16.8,996.6,24.8,1.4235536318660995,8.987963899415753
2018-01-01 15:00:00,1.0,0.01,1.0,0.07,32.8,39.0,16.9,995.7,23.4,6.8,1.2491397351303002e-15
2018-01-01 16:00:00,0.87,0.0,0.87,0.0,32.2,39.0,16.6,995.7,18.0,4.023790324368741,4.314986839553106
2018-01-01 17:00:00,0.52,0.16,0.54,0.0,29.9,50.0,18.5,996.4,14.8,-7.857997178009329,11.22238300675919
2018-01-01 18:00:00,0.34,0.0,0.34,0.0,27.9,60.0,19.5,996.8,28.4,-9.377888001196462,9.711087304571793
2018-01-01 19:00:00,0.26,0.0,0.26,0.0,27.0,65.0,19.7,997.8,24.5,-6.094071538681858,9.7525531057989
2018-01-01 20:00:00,0.14,0.03,0.13,0.0,25.8,71.0,20.1,999.4,20.5,-3.8703738550892424,10.08266860616978
2018-01-01 21:00:00,0.05,0.02,0.04,0.0,25.0,76.0,20.5,1000.2,19.8,-1.3638963894086402,9.70462707366739
2018-01-01 22:00:00,0.14,0.14,0.03,0.0,24.6,79.0,20.8,1000.5,18.0,-0.7526049355271069,7.160557646651568
2018-01-01 23:00:00,0.14,0.14,0.01,0.0,24.3,82.0,21.0,1000.2,12.6,-8.327598234202001e-16,6.8
2018-01-02 00:00:00,0.27,0.27,0.01,0.0,24.0,84.0,21.1,999.9,11.9,0.3449439287832565,3.2819222547153015
2018-01-02 01:00:00,0.4,0.4,0.03,0.0,23.8,88.0,21.8,999.3,5.8,1.8221342821066664,2.5079526825623373
2018-01-02 02:00:00,0.3,0.29,0.03,0.0,23.5,89.0,21.5,998.7,4.0,0.3534210958749269,-2.878383839759834
2018-01-02 03:00:00,0.19,0.19,0.04,0.0,23.4,88.0,21.2,998.2,5.4,-1.1110124779463997,-3.6339580726595346
2018-01-02 04:00:00,0.13,0.13,0.04,0.0,23.0,89.0,21.0,998.3,6.5,-2.1631599146222276,-3.600102662948872
2018-01-02 05:00:00,0.31,0.32,0.04,0.0,23.1,89.0,21.3,998.2,6.8,-2.545584412271571,-2.5455844122715714
2018-01-02 06:00:00,0.94,0.89,0.04,0.47,23.6,86.0,21.2,998.7,8.3,-1.7998053071223097,-2.1449244407331385
2018-01-02 07:00:00,0.64,0.37,0.05,0.42,24.4,82.0,21.1,999.7,13.3,-2.8999999999999995,-5.022947341949744
2018-01-02 08:00:00,0.45,0.1,0.05,0.39,26.0,71.0,20.4,1000.9,17.3,-3.921004419087889,-4.6728711030257655
2018-01-02 09:00:00,0.66,0.62,0.06,0.46,27.8,60.0,19.4,1001.1,17.6,-4.330127018922193,-2.5000000000000004
2018-01-02 10:00:00,0.79,0.68,0.16,0.68,29.0,54.0,18.8,1001.0,18.0,-3.580278823325784,0.3763024677635528
2018-01-02 11:00:00,0.85,0.45,0.15,0.78,30.2,49.0,18.3,1000.3,19.1,-3.6042689948715636,2.5237363199446032
2018-01-02 12:00:00,0.96,0.79,0.28,0.82,31.5,44.0,17.6,999.3,22.0,-4.64926344627966,3.6324027044213842
2018-01-02 13:00:00,0.89,0.26,0.34,0.83,32.1,41.0,17.2,997.9,21.6,-2.899137802864845,2.8991378028648445
2018-01-02 14:00:00,0.91,0.01,0.79,0.58,32.0,40.0,17.0,996.7,18.7,0.3486229709906318,3.984778792366982
2018-01-02 15:00:00,0.48,0.0,0.45,0.06,31.8,42.0,17.2,996.1,17.6,3.921004419087889,4.6728711030257655
