datetime,zenith_angle,azimuth_angle,clearsky_ghi,clearsky_dni,clearsky_dhi
2018-01-01 00:00:00,165.00648541136493,199.5016945700457,0.0,0.0,0.0
2018-01-01 00:15:00,165.8361602100108,186.16591156052687,0.0,0.0,0.0
2018-01-01 00:30:00,165.77931445119287,172.0644964909477,0.0,0.0,0.0
2018-01-01 00:45:00,164.84592669595537,158.93308665372444,0.0,0.0,0.0
2018-01-01 01:00:00,163.18156731564446,147.93162009410304,0.0,0.0,0.0
2018-01-01 01:15:00,160.97760311705758,139.2835543511908,0.0,0.0,0.0
2018-01-01 01:30:00,158.39918565972897,132.66545043933712,0.0,0.0,0.0
2018-01-01 01:45:00,155.5652966508311,127.62420956449165,0.0,0.0,0.0
2018-01-01 02:00:00,152.5557870991605,123.76249854894945,0.0,0.0,0.0
2018-01-01 02:15:00,149.42337753577203,120.77806886729229,0.0,0.0,0.0
2018-01-01 02:30:00,146.20320664459447,118.45207922424152,0.0,0.0,0.0
2018-01-01 02:45:00,142.91918592353764,116.62804191023537,0.0,0.0,0.0
2018-01-01 03:00:00,139.588003397794,115.19367773894481,0.0,0.0,0.0
2018-01-01 03:15:00,136.22162153927832,114.06762256005965,0.0,0.0,0.0
2018-01-01 03:30:00,132.82884957141542,113.19020196489816,0.0,0.0,0.0
2018-01-01 03:45:00,129.41635307377888,112.51713123429147,0.0,0.0,0.0
2018-01-01 04:00:00,125.98931611118417,112.01521105625312,0.0,0.0,0.0
2018-01-01 04:15:00,122.55188448785636,111.6593644833049,0.0,0.0,0.0
2018-01-01 04:30:00,119.10747182308762,111.43057649424605,0.0,0.0,0.0
2018-01-01 04:45:00,115.65897587198273,111.31444572717504,0.0,0.0,0.0
2018-01-01 05:00:00,112.20893447488915,111.30015715934576,0.0,0.0,0.0
2018-01-01 05:15:00,108.7596437690245,111.37974907097544,0.0,0.0,0.0
2018-01-01 05:30:00,105.31325044256316,111.54758933625874,0.0,0.0,0.0
2018-01-01 05:45:00,101.87182561300963,111.80000409649426,0.0,0.0,0.0
2018-01-01 06:00:00,98.43742946889076,112.13502011009473,0.0,0.0,0.0
2018-01-01 06:15:00,95.01217000798157,112.55219457866616,0.0,0.0,0.0
2018-01-01 06:30:00,91.59825823461303,113.05251514809163,0.0,0.0,0.0
2018-01-01 06:45:00,87.90522100662758,113.63835839230046,2.7684140808711413,10.857535328193261,2.371542435609917
2018-01-01 07:00:00,84.65877876761405,114.3134998347025,27.240926394584683,105.0098462367189,17.46588178369462
2018-01-01 07:15:00,81.34668885053468,115.08317212482552,72.34756320696047,241.72534609658734,35.97871051436513
2018-01-01 07:30:00,78.0312776369235,115.95416967993492,127.37090824415803,364.5576165696298,51.76979137632513
2018-01-01 07:45:00,74.73133153358702,116.9350005212487,186.6182700424037,463.50456479026604,64.55640388585516
2018-01-01 08:00:00,71.456454473038,118.03608745440602,247.30337901499863,541.7235392423536,75.02158639703688
2018-01-01 08:15:00,68.21395057502745,119.27001978992001,307.89913043779313,603.8830341316198,83.77292218308997
2018-01-01 08:30:00,65.01083908932415,120.65185643516418,367.45479535822614,653.8448227758388,91.24014171173258
2018-01-01 08:45:00,61.85469375284863,122.19947784228219,425.3093725196163,694.4834727466002,97.7150807730008
2018-01-01 09:00:00,58.754150045361996,123.93397479459287,480.96183876341684,727.8917320931151,103.3961475029954
2018-01-01 09:15:00,55.71932726992376,125.88004849483485,534.0079036977286,755.5970316633902,108.41987515642995
2018-01-01 09:30:00,52.76225468302223,128.06637088147136,584.1072141369718,778.7261643666247,112.88153940527224
2018-01-01 09:45:00,49.89734157997166,130.52580837431088,630.9654563419837,798.1210960792301,116.84847341363309
2018-01-01 10:00:00,47.14190104611923,133.29534533030295,674.3242239022622,814.4188589740825,120.3687566301528
2018-01-01 10:15:00,44.516712538013174,136.41544299909054,713.9551478072366,828.1067230222627,123.47698504869561
2018-01-01 10:30:00,42.04657605081275,139.9284330720804,749.656422036333,839.56061161562,126.1981744586451
2018-01-01 10:45:00,39.76075099936518,143.875405924608,781.2507501550796,849.0721494027089,128.5504502768806
2018-01-01 11:00:00,37.69309235766294,148.2909831739206,808.5841565300221,856.8679110205285,130.54693184907228
2018-01-01 11:15:00,35.88160226406159,153.19552709579716,831.5252989162431,863.1232267127872,132.19706751480294
2018-01-01 11:30:00,34.36703825424788,158.58501238834288,849.9650974233462,867.9721277657645,133.5075885310349
2018-01-01 11:45:00,33.19025636830124,164.42017838751883,863.8165577810946,871.5144899222995,134.48319102396806
2018-01-01 12:00:00,32.38823426424267,170.61847728889347,873.0146896931349,873.8210806796491,135.1270162425393
2018-01-01 12:15:00,31.98926473848511,177.05363589825947,877.5164829555501,874.936988925968,135.44097693255674
2018-01-01 12:30:00,32.00847002467987,183.56649908770845,877.300908875242,874.8837447095675,135.42595945075436
2018-01-01 12:45:00,32.44510990466656,189.98634658442697,872.3689216626578,873.6603118682473,135.0819184202461
2018-01-01 13:00:00,33.28271848045279,196.1562616707516,862.7434603788016,871.2430406112059,134.4078723088902
2018-01-01 13:15:00,34.49201500747078,201.95368746898018,848.4694450788213,867.5845742950289,133.4017990897048
2018-01-01 13:30:00,36.03547925498449,207.30018658213245,829.6137798196775,862.6116177084754,132.06042365855365
2018-01-01 13:45:00,37.87212065723258,212.160115965606,806.2653842045053,856.2213728009599,130.3788788786144
2018-01-01 14:00:00,39.961346002135535,216.5321306708283,778.5352742458418,848.2763170024946,128.35020831577424
2018-01-01 14:15:00,42.26549219351555,220.4382832319012,746.5567612484008,838.5968348172728,125.96466299421263
2018-01-01 14:30:00,44.751116923792836,223.91406808699284,710.4858495846829,826.950964431423,123.20871752531775
2018-01-01 14:45:00,47.3893806772412,227.00087134277834,670.5019487772078,813.0401563865647,120.06369106766408
2018-01-01 15:00:00,50.15587197432689,229.7409582814429,626.8091386851677,796.4794146382941,116.50380150151955
2018-01-01 15:15:00,53.03015163809889,232.1745242613208,579.6383296587118,776.7693608649437,112.4933827333922
2018-01-01 15:30:00,55.99519560589351,234.33819753218395,529.2508928078996,753.2565052546639,107.98283802303189
2018-01-01 15:45:00,59.03683350956452,236.26446297688187,475.94484892226154,725.0761490999437,102.90265073114176
2018-01-01 16:00:00,62.14322962993644,237.98162233190175,420.0655415070633,691.0696467033754,97.15434775012545
2018-01-01 16:15:00,65.30441873752818,239.51403661406994,362.02452058241306,649.6645197536085,90.59662865700034
2018-01-01 16:30:00,68.51188120450531,240.88249257552297,302.33435242576707,598.7046330441383,83.02388702066241
2018-01-01 16:45:00,71.75811793218728,242.10460360482148,241.6760641454201,535.2299349276168,74.13344141538718
2018-01-01 17:00:00,75.03612783586101,243.19519649539848,181.03838749499394,455.2818911988901,63.480082482856105
2018-01-01 17:15:00,78.33850967845832,244.16665886372175,122.02774330688564,354.169563418909,50.43977043774534
2018-01-01 17:30:00,81.6552354615233,245.02923782677976,67.61095331091349,229.20868671027029,34.346065749288165
2018-01-01 17:45:00,84.96578670012835,245.7912875452925,23.88965390311516,93.01651018259953,15.727400289587832
2018-01-01 18:00:00,88.19843887343673,246.45946566891718,1.8812710277141027,7.310756280885426,1.6514355271683478
2018-01-01 18:15:00,91.91722992983588,247.0388811029456,0.0,0.0,0.0
2018-01-01 18:30:00,95.33310888337115,247.53319490706963,0.0,0.0,0.0
2018-01-01 18:45:00,98.76019306192651,247.94467425233194,0.0,0.0,0.0
2018-01-01 19:00:00,102.19628895361386,248.27419838115094,0.0,0.0,0.0
2018-01-01 19:15:00,105.63930293562518,248.52121269473395,0.0,0.0,0.0
2018-01-01 19:30:00,109.08718487629352,248.68362330058002,0.0,0.0,0.0
2018-01-01 19:45:00,112.53786932124078,248.75762037579108,0.0,0.0,0.0
2018-01-01 20:00:00,115.98921187618463,248.73741213830613,0.0,0.0,0.0
2018-01-01 20:15:00,119.43891318441324,248.6148421677874,0.0,0.0,0.0
2018-01-01 20:30:00,122.88442537883927,248.37885014049232,0.0,0.0,0.0
2018-01-01 20:45:00,126.3228331613865,248.0147165256954,0.0,0.0,0.0
2018-01-01 21:00:00,129.75069315382433,247.50300311231277,0.0,0.0,0.0
2018-01-01 21:15:00,133.1638123446177,246.81805716157876,0.0,0.0,0.0
2018-01-01 21:30:00,136.55693503276854,245.92587888479522,0.0,0.0,0.0
2018-01-01 21:45:00,139.92328466402734,244.78104871213478,0.0,0.0,0.0
2018-01-01 22:00:00,143.25387941038417,243.32225306662957,0.0,0.0,0.0
2018-01-01 22:15:00,146.53648642571812,241.46571926206002,0.0,0.0,0.0
2018-01-01 22:30:00,149.75398411895256,239.09558346500842,0.0,0.0,0.0
2018-01-01 22:45:00,152.8817536437441,236.04999709187408,0.0,0.0,0.0
2018-01-01 23:00:00,155.88348669377143,232.10220492472212,0.0,0.0,0.0
2018-01-01 23:15:00,158.70451914209835,226.93890349095528,0.0,0.0,0.0
2018-01-01 23:30:00,161.26184972014363,220.1497222656634,0.0,0.0,0.0
2018-01-01 23:45:00,163.43183712564098,211.27400711198743,0.0,0.0,0.0
2018-01-02 00:00:00,165.04402967348932,200.00739149695303,0.0,0.0,0.0
2018-01-02 00:15:00,165.90507945035296,186.64617001163998,0.0,0.0,0.0
2018-01-02 00:30:00,165.87661644048956,172.4527758922644,0.0,0.0,0.0
2018-01-02 00:45:00,164.96368637209662,159.19487559221898,0.0,0.0,0.0
2018-01-02 01:00:00,163.31106269950965,148.07702253245327,0.0,0.0,0.0
2018-01-02 01:15:00,161.11237106002358,139.34308419556982,0.0,0.0,0.0
2018-01-02 01:30:00,158.5353686669838,132.66825154195055,0.0,0.0,0.0
2018-01-02 01:45:00,155.7008435437586,127.59128828158407,0.0,0.0,0.0
2018-01-02 02:00:00,152.6896813220632,123.70746780813687,0.0,0.0,0.0
2018-01-02 02:15:00,149.55514960698247,120.70941877509688,0.0,0.0,0.0
2018-01-02 02:30:00,146.3326657669386,118.37505193805117,0.0,0.0,0.0
2018-01-02 02:45:00,143.04627913629324,116.54587417262906,0.0,0.0,0.0
2018-01-02 03:00:00,139.71274261596145,115.10836895804971,0.0,0.0,0.0
2018-01-02 03:15:00,136.3440457877985,113.98040070381631,0.0,0.0,0.0
2018-01-02 03:30:00,132.9490054235073,113.1018066617122,0.0,0.0,0.0
2018-01-02 03:45:00,129.5342845584848,112.42798759073162,0.0,0.0,0.0
2018-01-02 04:00:00,126.10505956919152,111.92553779734817,0.0,0.0,0.0
2018-01-02 04:15:00,122.66546600353377,111.56924211095242,0.0,0.0,0.0
2018-01-02 04:30:00,119.21890597332614,111.3399907060616,0.0,0.0,0.0
