hour,n_points,mse,rmse,nrmse,mae,mape
8,209,53385.359375,231.05271990392148,62.79804296742273,189.4761505126953,53.08627486228943
9,209,150575.4375,388.0405101274866,70.843625432531,351.2468566894531,63.726264238357544
10,209,241752.0625,491.6828881504826,73.90389018795574,452.9598388671875,66.2738561630249
11,209,273280.0,522.7618960865453,73.64020443237611,484.9944763183594,66.9891357421875
12,209,211599.921875,459.9999150815139,69.33445491227877,416.3711853027344,61.45716309547424
13,209,137007.90625,370.14579053394624,63.59211070073925,320.1163330078125,55.02409338951111
14,209,70702.8359375,265.9000487730305,54.2867010126462,223.9977264404297,49.318575859069824
15,209,27178.04296875,164.85764455659918,45.38661232005083,133.31455993652344,54.74429726600647
16,209,31052.21484375,176.21638642234723,82.0785286097811,142.2045135498047,113.75350952148438
